Chr	SNV_mean	Indel_mean	SequenceAlt_mean	Insertion_mean	transcript_ablation	splice_acceptor_variant	splice_donor_variant	stop_gained	frameshift_variant	stop_lost	start_lost	transcript_amplification	inframe_insertion	inframe_deletion	missense_variant	protein_altering_variant	splice_region_variant	incomplete_terminal_codon_variant	start_retained_variant	stop_retained_variant	synonymous_variant	coding_sequence_variant	mature_miRNA_variant	5_prime_UTR_variant	3_prime_UTR_variant	non_coding_transcript_exon_variant	intron_variant	NMD_transcript_variant	non_coding_transcript_variant	upstream_gene_variant	downstream_gene_variant	TFBS_ablation	TFBS_amplification	TF_binding_site_variant	regulatory_region_ablation	regulatory_region_amplification	feature_elongation	regulatory_region_variant	feature_truncation	intergenic_variant	pop
chr1 	0.27762622411822	0.0731118785969049	0.115932504440497	0.129926778242678	0	0.364615384615385	0.0252777777777778	0.0765151515151515	0.0025	0.298	0.135	0	0.0307894736842105	0.03	0.247074412337175	0	0	0	0	0.168	0.269310439184566	0.4	0.0342857142857143	0.275516483516484	0.258100380414772	0.254592437692043	0.254391647807644	0	0.92	0.247849794000175	0.250842738494743	0	0	0.234682708862833	0	0	0	0.252922139437265	0	0.260786608484807	HGDP
chr1 	0.275346115731444	0.0688587717913305	0.107335701598579	0.136746861924686	0	0.368076923076923	0.07	0.12030303030303	0.0078125	0.365	0.14625	0	0.0373684210526316	0.0425	0.246643210061385	0	0	0	0	0.084	0.266267615268846	0.434	0.06	0.27592032967033	0.256811878758127	0.255475418231476	0.249942355279907	0	0.92	0.244919957640592	0.250585739162713	0	0	0.234649913913255	0	0	0	0.251647399953957	0	0.258625495286299	HGDP
chr1 	0.277382784209926	0.0726139833967908	0.113232682060391	0.130251046025105	0	0.371923076923077	0.0475	0.0933333333333333	0.0078125	0.267	0.125	0	0.0307894736842105	0	0.247093876328792	0	0	0	0	0.302	0.272703516212886	0.35	0.0242857142857143	0.277458791208792	0.257197815682903	0.257499146466369	0.253421892514825	0	0.75	0.247759239075882	0.250965176127225	0	0	0.234241616791012	0	0	0	0.252714302173785	0	0.259862259188448	HGDP
chr1 	0.277888419247959	0.0709045768058942	0.111811722912966	0.139302649930264	0	0.368076923076923	0.0333333333333333	0.111515151515152	0.0078125	0.258	0.1575	0	0.035	0.02	0.248026650696212	0.08	0	0	0	0.098	0.273235736762891	0.384	0.0357142857142857	0.277412087912089	0.262235243588168	0.256606350290199	0.253682293098459	0	0.92	0.246513616090471	0.251332913753153	0	0	0.233669344920879	0	0	0	0.252549927029766	0	0.260233339595624	HGDP
chr1 	0.278657326853077	0.0757883172687897	0.115008880994671	0.131963040446304	0	0.397307692307692	0.0327777777777778	0.091969696969697	0.0053125	0.293	0.125	0	0.035	0	0.247662823776014	0	0	0	0	0.216	0.271280612942946	0.4	0	0.277162087912089	0.263205301263955	0.257632724479342	0.25431267316655	0	0.75	0.248763807403685	0.252455162188411	0	0	0.23706116258096	0	0	0	0.255502662774961	0	0.263317905451602	HGDP
chr1 	0.277743582190776	0.0752099928440392	0.115461811722913	0.142580195258019	0	0.339615384615385	0.0266666666666667	0.101818181818182	0.0103125	0.291	0.135	0	0.0415789473684211	0.03	0.245975445425963	0	0	0	0	0.134	0.265093720071146	0.382	0.07	0.277239010989012	0.25661124064302	0.258286531239329	0.254938178126485	0	0.75	0.24630135503872	0.250332832668635	0	0	0.233851356891036	0	0	0	0.253314066620616	0	0.260102857289294	HGDP
chr1 	0.279623770342756	0.0755094354836219	0.127539964476021	0.142064156206415	0	0.337307692307692	0.0547222222222222	0.110454545454545	0.0025	0.341	0.1575	0	0.0263157894736842	0	0.248489294804612	0	0	0	0	0.22	0.270437816390749	0.466	0.0342857142857143	0.273678571428572	0.258635415388389	0.255618385114371	0.25734039043149	0	0.92	0.247602130340414	0.251133291375375	0	0	0.23591128966139	0	0	0	0.254068796886642	0	0.25919520255503	HGDP
chr1 	0.277567182315753	0.0717303034070065	0.117477797513321	0.128430962343096	0	0.385	0.0177777777777778	0.073030303030303	0.0103125	0.282	0.1575	0	0.0326315789473684	0	0.244602485402005	0	0	0	0	0.248	0.269960322889588	0.332	0	0.277365384615385	0.260153393054361	0.255148514851483	0.255024936020618	0	0.67	0.246041400953913	0.24870635432398	0	0	0.234523243420511	0	0	0	0.252477724863693	0	0.259250367195029	HGDP
chr1 	0.278821297103467	0.0745393797475823	0.117273534635879	0.136283124128313	0	0.380769230769231	0.0236111111111111	0.107575757575758	0.0025	0.315	0.125	0	0.0528947368421053	0	0.248589609222938	0	0	0	0	0.13	0.267397728827472	0.366	0.0228571428571429	0.284629120879121	0.260878021843169	0.255382809832706	0.255031830967854	0	0.83	0.248418361431298	0.250936255980032	0	0	0.23697302615397	0	0	0	0.254257623473425	0	0.261164605820528	HGDP
chr1 	0.277696453017156	0.0743985782102219	0.120017761989343	0.141983960948396	0	0.330384615384615	0.0680555555555556	0.111969696969697	0.0025	0.275	0.12375	0	0.0434210526315789	0	0.245485851175326	0	0	0	0	0.2	0.266184156519357	0.35	0.0114285714285714	0.276153846153847	0.260542397840224	0.255266729259131	0.254005869164975	0	0.58	0.246603475330317	0.252201367625705	0	0	0.236356071165038	0	0	0	0.254902770310106	0	0.25975163102887	HGDP
chr1 	0.277502996621218	0.0693180649951596	0.102619893428064	0.131990934449094	0	0.346538461538462	0.0347222222222222	0.107575757575758	0.0078125	0.325	0.13375	0	0.035	0.02	0.240931277137297	0.08	0	0	0	0.166	0.265189492406621	0.348	0.0228571428571429	0.282607142857142	0.256756657258556	0.254973540457492	0.252852900742277	0	0.58	0.245088583818444	0.24993370374809	0	0	0.235882594080508	0	0	0	0.253284622474888	0	0.260147731930634	HGDP
chr1 	0.276577821570293	0.071728522810136	0.113774422735346	0.126506276150627	0	0.371923076923077	0.0347222222222222	0.083939393939394	0.0078125	0.266	0.125	0	0.0263157894736842	0.0725	0.245608624045516	0	0	0	0	0.398	0.266630181967435	0.366	0.0585714285714286	0.274164835164836	0.256456620444223	0.254737538409011	0.254081005054694	0	0.75	0.244981680309866	0.248664499264527	0	0	0.230889153070424	0	0	0	0.251448779988267	0	0.258196816505042	HGDP
chr1 	0.279402930541089	0.0749847305419587	0.123499111900533	0.129696652719665	0	0.432307692307692	0.0597222222222222	0.093939393939394	0.0053125	0.326	0.1675	0	0.0323684210526316	0.0925	0.248114987273543	0	0	0	0	0.034	0.273627035162127	0.382	0.06	0.278038461538462	0.260309240397593	0.258446995561623	0.255044922907558	0	0.67	0.248262566766426	0.253315275938408	0	0	0.23389030089366	0	0	0	0.254010868730355	0	0.260003671949778	HGDP
chr1 	0.277521239191331	0.0724530577551926	0.110248667850799	0.135969316596931	0	0.352692307692308	0.0413888888888889	0.0975757575757576	0.0053125	0.399	0.14625	0	0.0218421052631579	0.0425	0.242873184608473	0	0	0	0	0.168	0.263439595019838	0.434	0.0357142857142857	0.27707967032967	0.255979874831266	0.253987709115737	0.253194824559356	0	0.67	0.24557846160986	0.251516319225967	0	0	0.237540788718535	0	0	0	0.252406034769731	0	0.260406561688822	HGDP
chr1 	0.27782742241906	0.0687711865830521	0.119094138543517	0.124243375174337	0	0.464615384615385	0.0458333333333333	0.0865151515151515	0.0078125	0.309	0.1675	0	0.0307894736842105	0.0425	0.247290013475071	0.08	0	0	0	0.25	0.274189355589	0.384	0.0471428571428571	0.280807692307694	0.268127377592341	0.255717395015362	0.253385218163494	0	0.75	0.248521863815958	0.252391993482404	0	0	0.234372386652453	0	0	0	0.253096884041316	0	0.259020571457895	HGDP
chr1 	0.275963652146181	0.0749352097912901	0.123401420959148	0.142653417015341	0	0.339230769230769	0.0791666666666667	0.0733333333333333	0.0053125	0.291	0.135	0	0.0347368421052632	0.0625	0.241608025153467	0	0	0	0	0.202	0.262901901764947	0.382	0.0471428571428571	0.278027472527472	0.254903669161857	0.252223881870944	0.254011251876851	0	0.83	0.24390128237837	0.248878485186691	0	0	0.233280314831512	0	0	0	0.251790460096824	0	0.259877502049509	HGDP
chr1 	0.278176372938906	0.0749256012874325	0.117051509769094	0.132011854951186	0	0.371923076923077	0.00222222222222222	0.0939393939393939	0.0078125	0.291	0.145	0	0.0263157894736842	0.01	0.254292558766282	0.08	0	0	0	0.302	0.271682856751947	0.35	0.0471428571428571	0.28128021978022	0.263417597251193	0.256017838852848	0.254272805143526	0	0.58	0.247668143063694	0.252159203672823	0	0	0.235356235139787	0	0	0	0.253308561845543	0	0.262789657057015	HGDP
chr1 	0.275592166686215	0.0739321626189144	0.119236234458259	0.139787308228731	0	0.331923076923077	0.0302777777777778	0.0827272727272727	0.0103125	0.283	0.145	0	0.0418421052631579	0	0.242789339721516	0	0	0	0	0.05	0.266683540840059	0.4	0.0585714285714286	0.278049450549451	0.258279543502268	0.253879737111641	0.252632019204099	0	0.92	0.2446648346977	0.248994744950608	0	0	0.234321964417476	0	0	0	0.25285070537936	0	0.257416185612846	HGDP
chr1 	0.277277256220103	0.0756728472416046	0.125817051509769	0.136624825662482	0	0.371538461538462	0.0297222222222222	0.0865151515151515	0.0025	0.3	0.1575	0	0.0263157894736842	0	0.24664770175176	0	0	0	0	0.164	0.26452592693939	0.4	0.0242857142857143	0.276631868131868	0.258496134495029	0.253254950495048	0.254671665150861	0	0.67	0.246499625103439	0.249053782207	0	0	0.2352463720587	0	0	0	0.253124919988766	0	0.259083805847848	HGDP
chr1 	0.27657153507377	0.0645361209193334	0.100399644760213	0.121492329149233	0	0.326538461538462	0.0508333333333333	0.100909090909091	0.0053125	0.343	0.115	0	0.0352631578947368	0.02	0.243792483904774	0	0	0	0	0.186	0.272938842522916	0.4	0.0357142857142857	0.279222527472527	0.259130568167871	0.254220723796514	0.25348836742023	0	0.83	0.243619568830294	0.247452131171652	0	0	0.230533327867507	0	0	0	0.251466510484711	0	0.258945808853707	HGDP
chr1 	0.278023798320985	0.0708585164604608	0.112477797513321	0.125760111576011	0	0.387692307692308	0.0302777777777778	0.107575757575758	0.0078125	0.324	0.125	0	0.0307894736842105	0	0.244398862105105	0	0	0	0	0.132	0.269731837460665	0.382	0.0114285714285714	0.280167582417582	0.257624248374032	0.255935899624443	0.25394326473607	0	0.5	0.246302128021445	0.250580449362765	0	0	0.234230548495531	0	0	0	0.253641408710384	0	0.259689421369089	HGDP
chr1 	0.279980102173848	0.0760047773750191	0.107584369449378	0.13989539748954	0	0.394615384615385	0.0463888888888889	0.0971212121212121	0.0053125	0.306	0.155	0	0.0265789473684211	0.02	0.247117832010779	0.08	0	0	0	0.28	0.270875632781501	0.366	0.0228571428571429	0.275054945054946	0.257642041968337	0.257001963127343	0.257666515090408	0	0.75	0.246655767610535	0.251002745290404	0	0	0.238586127736326	0	0	0	0.254852779271358	0	0.261660404426876	HGDP
chr1 	0.277560105119325	0.0710245151233329	0.105239786856128	0.119619944211995	0	0.39	0.0472222222222222	0.0804545454545455	0.0078125	0.299	0.1675	0	0.0413157894736842	0.01	0.243635274741726	0	0	0	0	0.168	0.272970310576001	0.366	0.0342857142857143	0.278107142857143	0.259571113020001	0.255565039262545	0.253955077092076	0	0.75	0.246401031159002	0.250762928155319	0	0	0.231393375420183	0	0	0	0.2531527639092	0	0.260182743544255	HGDP
chr1 	0.274986025904491	0.0701016620024192	0.110426287744227	0.127116457461646	0	0.339615384615385	0.0591666666666667	0.0848484848484848	0.0053125	0.368	0.1775	0	0.0415789473684211	0.02	0.244597993711635	0	0	0	0	0.22	0.266066493364345	0.35	0.0228571428571429	0.274186813186814	0.261377469628173	0.251741635370431	0.250681658594158	0	0.58	0.245383167528593	0.248586117557179	0	0	0.229500286955808	0	0	0	0.251844867757422	0	0.260023141822704	HGDP
chr1 	0.278586711293581	0.075971953919518	0.115257548845471	0.133277545327755	0	0.421923076923077	0.0333333333333333	0.108181818181818	0.0078125	0.259	0.145	0	0.0242105263157895	0.0425	0.247364874981285	0	0	0	0	0.22	0.271380489807086	0.384	0.0585714285714286	0.274549450549452	0.262189225671861	0.257922925913278	0.256145111143893	0	0.83	0.247689979825191	0.251700728602411	0	0	0.235428384028856	0	0	0	0.254968699592939	0	0.261718045498082	HGDP
chr1 	0.277944302596167	0.0740699405012068	0.129626998223801	0.13615760111576	0	0.349230769230769	0.0341666666666667	0.0924242424242424	0.0025	0.301	0.1675	0	0.0457894736842105	0	0.248146429106153	0	0	0	0	0.25	0.270054727048841	0.368	0.0228571428571429	0.27971153846154	0.257545711130198	0.253895100716965	0.255530720585229	0	0.5	0.248393896528597	0.249240817177629	0	0	0.233348774288756	0	0	0	0.252044575876328	0	0.259567820057421	HGDP
chr1 	0.276085598014246	0.071555334567452	0.109271758436945	0.130829846582985	0	0.374615384615385	0.0222222222222222	0.126818181818182	0	0.298	0.115	0	0.0368421052631579	0.0625	0.244795628088037	0	0	0	0	0.116	0.265721712956629	0.366	0	0.274686813186814	0.26076451098294	0.255593205872307	0.252792347877321	0	0.75	0.244505754856334	0.24987068948881	0	0	0.234640895302121	0	0	0	0.252214455795422	0	0.258165818417848	HGDP
chr1 	0.275695518079665	0.0750173188242881	0.112051509769094	0.131502789400279	0	0.346153846153846	0	0.0695454545454545	0.0053125	0.309	0.1575	0	0.0328947368421053	0	0.242804312022755	0	0	0	0	0.152	0.261310712819812	0.368	0.06	0.279598901098902	0.260706835194499	0.254835694776373	0.252254489117978	0	0.67	0.245877876461944	0.248791879191839	0	0	0.231492170205786	0	0	0	0.25140141331904	0	0.25884167065179	HGDP
chr1 	0.279919509383998	0.0707345801991068	0.111500888099467	0.135383542538354	0	0.381538461538462	0.0333333333333333	0.111818181818182	0.0078125	0.349	0.1675	0	0.0371052631578947	0	0.247161251684383	0	0	0	0	0.266	0.266318237789026	0.384	0.0228571428571429	0.279217032967035	0.256098294269233	0.255226613178557	0.256442281254417	0	0.58	0.248171045613766	0.249872311179287	0	0	0.233318029023527	0	0	0	0.253937898456148	0	0.260597033406262	HGDP
chr1 	0.278006246526877	0.075282291796178	0.113214920071048	0.148580892608089	0	0.387692307692308	0.0744444444444444	0.0675757575757576	0.0053125	0.299	0.145	0	0.0413157894736842	0.02	0.239660128761791	0	0	0	0	0.082	0.270075249692159	0.416	0.0357142857142857	0.275535714285714	0.256484844766226	0.254746500512118	0.254996055497744	0	0.92	0.247298657329103	0.250927838634126	0	0	0.235503402476017	0	0	0	0.25256362495844	0	0.260724825795922	HGDP
chr1 	0.278617930895484	0.0753534484786178	0.115373001776199	0.13129009762901	0	0.391538461538462	0.0502777777777778	0.0936363636363637	0.0053125	0.282	0.145	0	0.0284210526315789	0.02	0.244051504716274	0.08	0	0	0	0.064	0.265729922013955	0.382	0.0228571428571429	0.276365384615385	0.259018284452078	0.254850631614882	0.255567394936482	0	0.75	0.246152439919986	0.250883859932336	0	0	0.236276953349181	0	0	0	0.25401118877542	0	0.260300245935297	HGDP
chr1 	0.278146204706735	0.0724120368348557	0.118134991119005	0.131499302649931	0	0.433461538461538	0.0833333333333333	0.103939393939394	0.0053125	0.307	0.135	0	0.0442105263157895	0.0425	0.24693217547537	0.08	0	0	0	0.2	0.271946914762621	0.366	0.0114285714285714	0.278137362637363	0.261637624248373	0.254930437009216	0.25439469342853	0	0.75	0.246015544682309	0.250898223476711	0	0	0.234079691727472	0	0	0	0.253847709757566	0	0.260264978139125	HGDP
chr1 	0.277101933781709	0.0745729759149283	0.127637655417407	0.130400976290098	0	0.352692307692308	0.0347222222222222	0.119393939393939	0.0053125	0.317	0.10375	0	0.0389473684210526	0.02	0.24293457104357	0	0	0	0	0.114	0.262194554658638	0.384	0.0242857142857143	0.280123626373626	0.259374769910415	0.255803601911913	0.253702988515369	0	0.67	0.246146719847912	0.24886273162184	0	0	0.231952939247354	0	0	0	0.253454374375935	0	0.259336871498878	HGDP
chr1 	0.277565057853385	0.0757601636805477	0.110923623445826	0.136767782426778	0	0.346923076923077	0.0319444444444444	0.0992424242424243	0	0.323	0.1675	0	0.035	0.03	0.249458002695014	0	0	0	0	0.184	0.265483650294157	0.4	0.0471428571428571	0.278604395604396	0.25964596883053	0.257610959371796	0.253475994585375	0	0.83	0.249384628465917	0.251885948824125	0	0	0.236762318602933	0	0	0	0.254381928975635	0	0.261477362003054	HGDP
chr1 	0.274456522163956	0.0643353502232572	0.0913765541740674	0.121942119944211	0	0.355769230769231	0.0636111111111111	0.0948484848484849	0.013125	0.274	0.145	0	0.0394736842105263	0.0425	0.241148375505315	0	0	0	0	0.05	0.263472431249143	0.382	0.0485714285714286	0.263500000000001	0.256268253773466	0.253345851826559	0.24998144074763	0	0.75	0.242224992076996	0.245635374475441	0	0	0.230573091743869	0	0	0	0.25010183833888	0	0.255427269777338	HGDP
chr1 	0.277275427184404	0.0753017103808997	0.117140319715808	0.136659693165969	0	0.393846153846154	0.0155555555555556	0.108787878787879	0.0025	0.249	0.145	0	0.0281578947368421	0	0.247101362479413	0	0	0	0	0.166	0.268551101381858	0.382	0.0114285714285714	0.278810439560439	0.259099889556999	0.255414817343802	0.254159313466183	0	0.67	0.247723372678198	0.249774121680886	0	0	0.232895384110844	0	0	0	0.253214276570184	0	0.261101670310204	HGDP
chr1 	0.278104701665193	0.0721095369440473	0.107753108348135	0.128933054393305	0	0.349615384615385	0.0163888888888889	0.0918181818181818	0.0025	0.292	0.125	0	0.0284210526315789	0	0.241597544542596	0	0	0	0	0.2	0.268730332466819	0.384	0.0357142857142857	0.270282967032968	0.257343232298439	0.253923694093545	0.255258222118631	0	0.75	0.246648733467887	0.250287039217927	0	0	0.236472083299169	0	0	0	0.252807755331992	0	0.2573712682744	HGDP
chr1 	0.27728734415721	0.0711290663961247	0.109156305506217	0.130798465829847	0	0.332692307692308	0.0333333333333333	0.108030303030303	0.013125	0.283	0.11375	0	0.0371052631578947	0.0625	0.246813894295552	0	0	0	0	0.17	0.271907237652209	0.4	0.0242857142857143	0.269873626373627	0.259449012148728	0.258089364970977	0.253746378037596	0	0.83	0.24661692522945	0.249530520601312	0	0	0.232698204476506	0	0	0	0.252380431164759	0	0.257774115316379	HGDP
chr1 	0.276745545471789	0.0708130944422055	0.117833037300178	0.13465829846583	0	0.342307692307692	0.0397222222222222	0.0946969696969697	0.0078125	0.274	0.1675	0	0.0305263157894737	0.03	0.240038927983232	0	0	0	0	0.302	0.268151593925297	0.35	0.0228571428571429	0.279137362637363	0.261369493189348	0.25414347900307	0.252326156383998	0	0.75	0.247162341828473	0.248753306125014	0	0	0.234186275313599	0	0	0	0.252426453644715	0	0.258890558819586	HGDP
chr1 	0.278111887473685	0.0731385539537809	0.120097690941385	0.133856345885635	0	0.380769230769231	0.00888888888888889	0.0874242424242424	0.013125	0.292	0.145	0	0.0326315789473684	0.0725	0.247522084144334	0	0	0	0	0.218	0.270701874401421	0.35	0.0728571428571429	0.277513736263736	0.25796846238802	0.2562704848071	0.256316691694095	0	0.83	0.245641382402321	0.248821648795948	0	0	0.231347872427644	0	0	0	0.252567017436091	0	0.258884538529904	HGDP
chr2 	0.27433703803748	0.0711579697898152	0.121958584987058	0.128567765567766	0	0.1785	0.0884210526315789	0.201	0.00533333333333333	0.384	0.376875	0	0.0625	0.11047619047619	0.247996894409938	0	0	0	0	0.29	0.25690991810737	0.42	0.0775	0.250296594653973	0.243340578340577	0.253418375332601	0.249552916782493	0	0	0.246734239303788	0.247771887406679	0	0	0.25369650281242	0	0	0	0.255405005253639	0	0.253432060165682	HGDP
chr2 	0.276901146049824	0.0727338055878521	0.103917169974116	0.127153846153846	0	0.2445	0.0752631578947368	0.207	0.0266666666666667	0.368	0.32875	0	0.05875	0.0628571428571429	0.245219609582965	0	0	0	0	0.29	0.258544131028207	0.42	0.06625	0.258568290003663	0.2474192024192	0.254780612511084	0.252577395294254	0	0	0.24879236771526	0.249577398536187	0	0	0.256213010516016	0	0	0	0.25714231131371	0	0.254125542223013	HGDP
chr2 	0.274487797407178	0.0712143828562571	0.123623813632442	0.14337728937729	0	0.159	0.0394736842105263	0.2245	0.0266666666666667	0.334	0.41625	0	0.08375	0.0952380952380952	0.250676574977816	0	0	0	0	0.21	0.263017288444039	0.29	0.098125	0.262442328817283	0.245072765072764	0.255000260865027	0.250150048476838	0	0	0.248584163337301	0.248881639603391	0	0	0.253203717290289	0	0	0	0.256381152518361	0	0.250917166638566	HGDP
chr2 	0.279570269244928	0.074228207193427	0.121587575496117	0.132505494505494	0	0.149	0.0826315789473684	0.218	0	0.398	0.42125	0	0.0691666666666667	0.0476190476190476	0.248105590062112	0	0	0	0	0.415	0.266340309372158	0.375	0.114375	0.261098498718418	0.248831033831033	0.256274847393956	0.255124696418341	0	0	0.254163055915118	0.252813282029152	0	0	0.253398752751281	0	0	0	0.258888691783946	0	0.25376309785369	HGDP
chr2 	0.275655236366064	0.0650786283933807	0.0969197584124245	0.120542124542125	0	0.1875	0.0926315789473684	0.1625	0.0266666666666667	0.35	0.394375	0	0.0520833333333333	0.08	0.244381100266194	0	0	0	0	0.25	0.257379435850775	0.375	0.156875	0.247821310875138	0.247948402948401	0.254057494652264	0.248114357846783	0	0	0.248978110404646	0.248196276365611	0	0	0.25268464172169	0	0	0	0.25649284281488	0	0.255349029632191	HGDP
chr2 	0.274868247921031	0.0706088584028932	0.113520276100086	0.14225641025641	0	0.249	0.0921052631578947	0.2375	0.0266666666666667	0.416	0.385625	0	0.0620833333333333	0.0628571428571429	0.248200976042591	0	0	0	0	0.375	0.263525022747952	0.5	0.09875	0.254393994873673	0.250423360423358	0.250622945687899	0.250879085751332	0	0	0.24640617672993	0.248373050219257	0	0	0.254727928588894	0	0	0	0.255944420943507	0	0.253850557715117	HGDP
chr2 	0.275587369793199	0.06996114793495	0.107903364969801	0.144065934065934	0	0.1105	0.0694736842105263	0.1585	0.0266666666666667	0.35	0.385	0	0.0695833333333333	0.08	0.247866015971606	0	0	0	0	0.29	0.26244222020018	0.25	0.12125	0.259890150128158	0.24489793989794	0.256493974017843	0.249666804258091	0	0	0.25108008365693	0.250359098349891	0	0	0.257037784299339	0	0	0	0.256335371095658	0	0.25300275336607	HGDP
chr2 	0.275318713902557	0.0648974728002704	0.0932959447799827	0.119446886446887	0	0.1575	0.0652631578947368	0.1665	0.00533333333333333	0.434	0.474375	0	0.0833333333333333	0.0952380952380952	0.245958296362024	0	0	0	0	0.335	0.260061874431302	0.545	0.081875	0.25859025997803	0.244941409941408	0.255233474200446	0.248932880880683	0	0	0.248461679140203	0.24742097390262	0	0	0.253119344583025	0	0	0	0.254995496909278	0	0.252075481663043	HGDP
