HGDP01368	  -1.62111    4.87018  -0.760505    0.15361  -0.721576   -2.78993    4.18478   0.244568    3.47051     1.4768   0.739764    1.82013 -0.0765505    3.04433    1.96223    1.78951     1.1357   -1.68714  -0.822383    0.24712
HGDP00473	  -5.24634   -8.62796   0.172773   0.990196  -0.286281   0.234176  -0.366947   0.432933    2.21894   -2.70416   -1.01597   0.511964  -0.677341    1.28426 -0.0728553  -0.294867   0.161321  0.0445661       1.22  -0.496234
HGDP01405	   -7.03872    -8.96708    0.135854    0.586992     1.58193 0.000704509     1.60881    -0.33739   -0.480347    0.182783    0.147651    0.552876    0.921721    0.639502    0.853733   -0.540131     1.49468   -0.470951     1.76735     2.29337
HGDP00470	 -5.68556  -7.99234  0.869212 -0.937119   1.00111   1.05581 -0.938663    1.0598   1.96557  -1.40972  -1.15444   1.89775   1.93868  0.857677  0.355093   1.15723   0.21485   0.87776     1.634  0.535524
HGDP00458	 -6.51593  -9.47016  0.755452 -0.347765  -1.40507    1.1228  0.789667  0.640262   3.48519 -0.372864  0.282512 -0.113657 -0.395857  0.103598   1.13076  -0.10552  0.195333  0.826477  0.167968  -1.76787
HGDP00904	 -5.89462   -8.2883 -0.915316   2.02197 -0.936761  0.461163   3.26273   2.38619 -0.765302   3.08093  -1.15654  0.431937   2.40754 -0.222323  0.317674 0.0156705  -0.69541  0.115534  -1.23179 0.0936456
HGDP01200	 -5.17721  -9.29771 -0.420803   1.46696  0.431395  -1.62927  0.374013  0.210201 -0.723777  0.483916 0.0690315   1.63602  0.862319  -2.17191   1.48393 0.0668659  -1.11423 -0.871372 -0.973726  -0.08846
HGDP00452	  -4.91678   -9.57764 -0.0610955    -1.3205 -0.0762036   0.768965   -2.93926   -2.01582     0.6912   -2.08192   0.287047    1.98608   -2.06974    3.19542   -1.03217    1.05432   -1.15524   0.935472    1.39452      1.159
HGDP00459	  -5.52005   -9.50704    1.11765  -0.886917   -1.14694    1.52419    -1.7384    1.49014    1.66056   0.617192     2.7758   0.536691   -1.64356   0.724479  -0.975253   0.762248 -0.0645962    1.61875  -0.869922  -0.993777
HGDP00914	 -7.69527  -4.99751 -0.547894  0.172287  0.280714 -0.958159   2.24027   1.37922  -1.91039  -1.01133 0.0676845 -0.103775  -0.39077  -1.59852  -2.03509   1.15559   -1.0567 -0.587515  -1.48706   0.38578
HGDP00942	 -5.12771  -10.1016   1.56706  0.848439   1.28654  0.935767    2.0593  -0.88642 -0.097666  -1.19689 -0.958037 -0.679334 -0.894913  0.100492   2.09382 -0.227009    1.2136   0.27464  -2.52327  -1.42795
HGDP01031	 -6.30395  -8.21158   1.55304   1.00702  0.908517  -1.11701 -0.602911 -0.506132   0.23038   1.05322  0.384825   2.41006   1.51819  0.543054  -1.61082 0.0141494 -0.109448 -0.302144  -1.29067   0.31378
HGDP00944	  -6.49167   -7.55995    1.95091 -0.0637515    2.47214    0.49295  -0.448743    0.73205   -1.63789   0.234951   0.193513  -0.486791   0.561105  -0.898397     1.2636 -0.0176667  -0.304687   0.257031    1.82775  0.0830843
HGDP01406	  -4.05696   -9.00967   0.403085   -0.45579      1.736   0.363954   -1.39609 -0.0464173  -0.141702    1.72359  -0.705561   0.431719    1.86495   0.319347  -0.999568    2.66455   0.515651    2.40845   0.117694   0.226785
HGDP01216	     4.85099     -2.00023      0.84575     0.267793   -0.0562827     -1.52118     -1.06517     0.972217      1.86149    -0.376674     -2.07211     -2.45692    -0.242019    0.0046225   -0.0149664      1.04736    -0.969218    -0.181844 -1.91991e-05      1.40884
HGDP00907	 -6.61805  -9.30727 -0.859004  0.368824 -0.174772  0.445006   2.57233    1.0281 -0.610958  0.401493  -1.61257  -2.18994 -0.636663  -3.73879 -0.170539  0.507278  -3.04029  -2.48595 -0.551722 -0.897502
HGDP01202	 -5.67295  -9.77551   2.34993   1.17543 0.0622529 -0.802543   2.12779  0.156926  -1.20779   2.02886 -0.607223 -0.455714  0.201955 -0.623905  0.323022  0.482645  -1.48728 -0.792442  -1.88359  -2.82078
HGDP00908	  -5.0751  -8.06665  -1.20634 -0.190204  0.928372 -0.296878  0.956517 -0.832447  -1.89801   2.57635  0.764732  -2.44085   1.77378 0.0978426  -1.65119 -0.625063  0.748709  -1.32726 -0.477375  -1.71384
HGDP00940	 -4.84576   -8.3525 -0.814468  0.205591   0.17313  -1.25451   -1.6127   1.66791   0.33633   2.48831 -0.781501   -0.5761   1.33469  -2.16338   1.09669   1.48598  0.847358   0.55311  -1.12841  0.019487
HGDP00911	  -4.93556   -8.55065   0.941046    1.25915  -0.394998 -0.0309588    1.20962   0.960482  -0.793099    0.80134   -1.70927    1.68477  -0.302312 0.00166369    1.23208    1.46203   0.241235  -0.248853    0.81843    2.08233
HGDP00464	  -5.52937   -9.81506 -0.0228145   0.383107     -1.116   -0.34273   -1.20561  -0.658351   0.527035  -0.638874   0.362658   0.176673  -0.248391   0.625322  -0.102422   -1.70841    1.03745   0.584322   0.927746  -0.902766
HGDP00929	  -6.38296   -8.41035   -1.43621 -0.0370027    1.40938   0.635658    1.42928   -1.42628   -1.31895  -0.479916    1.34749   -1.17631     0.2741   -1.39025    3.14659  -0.596627   -2.03831  -0.479485     1.3605   0.500638
HGDP00986	 -5.36371  -8.25745  0.489953  -1.60069  -0.77834  0.996307 -0.201676   1.38301  0.230003   2.48638 -0.387334  0.847417  -1.09546   1.94054   2.10182 -0.253436   1.15553   1.95856 -0.926093 -0.189136
HGDP01244	   7.17119   -2.27754    1.68112   0.763878    -1.1767 -0.0841529    1.90243   -2.10152  -0.439358   0.920964  -0.767097   0.658608  -0.510731    2.22156   -1.95357   0.222185   -1.98785    1.63654    1.39464    1.11282
HGDP00941	 -4.66745  -8.32156  0.154515  0.716267   1.42075 -0.625501  -2.01751 -0.432327 -0.362882  0.671216   1.47907  -1.75301  0.351814 -0.959269  -1.20567   1.29085 -0.653804  0.212023  -1.05152  0.566281
HGDP00934	  -4.26074   -7.95758    1.02243  -0.304238   0.714867   0.520853    1.12629  -0.504702   -2.58452  -0.510827   0.355101   -2.99567  -0.845112   0.910003   0.489209 -0.0690972  -0.206646   -1.37875   -1.33045   -1.05222
HGDP00462	 -6.59221   -8.7608 -0.385232  -1.19062 -0.655639   1.90478  -1.17324 -0.867951   3.87751   -1.3244  0.430703   2.42728  0.939702  0.769341  0.718658  -2.55356   1.75825  -2.10593  0.262182 -0.686205
HGDP00453	   -6.7817   -8.42879     1.1014 -0.0877273   0.114202   0.893625   -2.34588   -2.54504   0.859355   0.248631  -0.958635    2.82683  -0.557789    2.49314    1.32366    1.12328    1.61332    -2.2759    2.41785  -0.345907
HGDP00935	  -3.76065   -7.36871   -1.68296  -0.425693  -0.394238  -0.578574 -0.0670191  -0.729331   -1.22208  -0.927164 -0.0923856    1.38054   -2.73911   0.783849  -0.516128   -1.47653   -0.51627   0.444355   0.787889   0.925669
HGDP00943	 -7.81617  -9.44604  0.577949   -1.0392  0.706586  -1.26316  0.607155 -0.326562  -1.86975   1.31868 -0.243505  -2.07441 -0.784059  -2.47198  0.420587   2.35012 -0.161239 -0.224838   -3.6405  0.474572
HGDP01412	 -6.46685  -10.0677 -0.153004  0.675953   0.85474 -0.172282  -1.02802   1.02353 -0.490088 -0.177183  0.311993  -2.26174 0.0126332  0.376949  0.852871    1.9196 -0.133101  -1.48088 -0.750307 -0.660001
HGDP01243	   6.51612   -2.83698   0.910909    3.29868   -2.33585  -0.338209  -0.342045   0.586904 -0.0986206    1.62273  0.0982422   0.157271   -0.41515  -0.513823   -2.13434      1.395    1.27244   0.442528    1.49048   0.504122
HGDP01299	  3.29498   1.16354  0.319118   2.06615  0.523048 -0.708944   2.40855  0.266975 -0.741673 -0.464079 -0.401662  -0.44152  -1.18354 -0.348296  0.692614  0.907152 -0.284678    1.7174  -2.60394   1.27759
HGDP00845	   6.32399   -1.38279   -10.3245   0.580826   -1.17012  0.0226567  -0.423017    1.46077    1.19621   -1.20095   -1.07449    2.02315    1.04726   0.281274   -1.31557   -2.01243   0.201398     2.4081 -0.0886953   -2.80354
HGDP00994	 -6.07822  -10.0296   1.76999  0.209901  -2.49076  0.246094 -0.506132  0.249601  0.430069  -1.22301 -0.959875   1.51358 0.0261806   1.21699  0.198027 -0.176136  0.932865   2.02137  0.560684   1.49104
HGDP01283	 -5.82929   -6.1486   1.12336 -0.104496 -0.399146 -0.995506   1.68708  0.172388  -2.08069  -0.51543 -0.449678 -0.640315 -0.758153  0.969185 -0.736892  -2.26094 -0.748951   0.91653  -1.39348  0.626692
HGDP00993	  -5.00673   -7.49647 -0.0444194  -0.802519    1.15214   0.369647   0.179373   0.990647   -1.14727    2.38554  -0.306701  0.0941049    -1.1172  -0.753784     2.6125  -0.986799  -0.249307     0.6728 0.00182855   -1.04207
HGDP00918	 -5.99133  -9.28072   1.49142   0.29243   0.76863 -0.188012  0.159485  0.997933  -2.23682   1.97663  0.287573  0.258522   1.00947  -0.19397 0.0933666   1.12526  -3.09091 -0.610766   2.47486  -1.40884
HGDP00985	 -4.92609   -8.6212   3.21959    1.0696  0.607311  -1.19529   -1.4816  0.544175  0.212462 -0.084446   1.89771 -0.576139 -0.600907   1.54905  0.293791  0.334695  0.480957    2.0276  0.949181 -0.792168
HGDP00910	  -6.8825  -8.78636   1.29163   1.81136  0.224952 -0.486005   2.50925 0.0237579 -0.920689  -1.74909   2.04476 -0.970977  -1.09679   -1.3828 -0.428978   1.06018  -1.42944 0.0870597  0.712394  0.739408
HGDP00135	 -1.64158  0.911016   1.74967  -1.67631 -0.472499   1.97808 -0.853882 -0.977486  -1.20971   0.43939   1.44044 -0.169314   1.10011 -0.781487   1.91858  -1.63449   0.60627 -0.489083  -1.59563  -2.18487
HGDP00214	  -1.29764    2.13415  -0.651511    1.87037  -0.735501  0.0349825    1.70924  -0.530929   0.462477   -1.58391   -3.07063  -0.209103 -0.0022845   0.330163   -1.42678 -0.0343946     2.0026  -0.724109   -1.19071     2.2463
HGDP00655	   2.95213   -1.58603    2.05097   -8.69853    1.00136  -0.130477    1.28212   -1.01693  -0.898744   -1.15423   0.219287   -2.41367   -1.14903     3.1435    1.24767 -0.0425674   -1.64793   0.245284 -0.0978521  -0.134635
HGDP01096	   5.78071   -2.62207    3.17842    2.35562   -1.34471   0.466419   0.658911    2.17968 -0.0305092   0.304618  -0.183712    0.87435   -2.04592   -1.00336    1.67787  -0.145578  -0.300463   0.365058   0.550667    1.72264
HGDP00472	 -5.96604  -9.00141  0.403394  -2.42495  0.849776   0.93956  -2.11504  -1.09602   1.16039   1.02123 0.0362748  0.282533  0.640306  0.086045 -0.986947 -0.866364 -0.251408  0.534436  0.446454  -1.43976
HGDP00450	  -7.2363  -10.0243   1.75036  -1.03451   1.00647   1.38783  -1.13695 -0.634951   3.47809  -2.32737 0.0460506   0.28697  0.952358   2.55236   0.72089 -0.680867  0.642159  -1.05654  0.570991  -1.57988
HGDP00905	 -7.53328  -8.07174 -0.753258   1.58565  0.798224  0.580697   2.14165 -0.762431  -1.82022 -0.992351  -1.15038 -0.345059 -0.758711  -1.27957 -0.593339  0.694653 -0.306224   1.23957 -0.496396   1.15872
HGDP01298	   1.4044   1.04522    1.0851  -0.18684  -2.21018  0.336797  -1.08112 -0.460477   1.58421 -0.200507 -0.958879   -1.1235  -2.89494  -1.08104   1.49664  0.864025 -0.138345 -0.638695   1.56696  -0.35986
HGDP00715	  5.50001 -0.189083   1.81928   1.62852  0.900171   1.93459 -0.192777   1.40009  0.281807   2.84634  -1.06056   1.30642  0.399129    1.9756 -0.107787 0.0219335 -0.590074  -1.22717  0.466248 -0.165695
HGDP00711	   7.0973  0.317923   1.68628   1.06171   0.76715  -1.01827  0.844309  0.305593  0.340143 -0.977097   1.61929 -0.115858  -1.13728   -2.4066   3.06136  0.123451 -0.494939 -0.987679  0.206722  0.229983
HGDP00103	  4.18048 -0.212272   3.31151 -0.830764  -1.84993  -1.61463  -1.20677   1.12232 -0.749317  -1.33945  0.613986  -2.50455 -0.832134 -0.188426   1.11825 -0.147752 -0.151235  0.129509   1.86659 -0.188833
HGDP00359	 -1.79788  0.749553 -0.437033  -1.17088 -0.545834   2.91962  0.176243   1.39477 -0.146289  0.956061   1.10989   -1.4031 0.0112325 -0.763409  -1.42487  -1.09992   1.18004   1.14972  -0.26132 -0.935503
HGDP00788	  3.24203   0.42973    2.1428  -10.6959  0.675012   -1.4176   2.18877   -0.8509   0.68438   0.50162  0.165744  -2.39596  -1.47547  0.547925   1.16286   2.38881 -0.349997 0.0080988    0.7505   1.33342
HGDP00136	 -1.24475   2.33271 -0.605593  -1.85132   1.93492 -0.442818  -2.79217  0.767337 -0.856235  0.671171  -1.26642   1.00655  -2.26527  -1.69154    1.9634   1.51231  -2.63446 -0.975458   1.04611  0.298331
HGDP00541	  4.01944  0.560355   1.99891  -11.7451  -2.41735 -0.848792   1.20971  0.758575  0.624364 -0.111471  0.848196   0.59404   1.30726  -1.05449  0.677173  0.377786  0.810853 -0.757493  -0.68363 -0.122073
HGDP01285	 -6.53841  -7.77696   -1.7071  0.808751 -0.880913  0.340687   1.61106   1.35214  0.886442   1.12192  -1.07499   -0.9396   1.11235 -0.480864  -2.26992  -1.45347 -0.648318 0.0483957  -0.61717   1.20877
HGDP00491	   3.65776  -0.239961    2.28594   -9.24161    1.79917   -1.96074   0.875596  -0.806402 -0.0869614   -0.16649     1.3919    -1.0684   -2.05865    2.11773  -0.611926   0.517938    0.44298    1.69518   -1.58353     2.5304
HGDP00105	   3.48051  -0.181957    1.10712  -0.662808  -0.878143    1.92335  -0.344972  -0.646325   -1.77158  -0.192361     3.0405   -1.34163  -0.852611    2.64463    0.43193   0.367824 -0.0594406   -1.77749  -0.667023   -1.04636
HGDP00127	   3.17864    2.49318    1.65291    2.18407 -0.0179551  -0.835997  -0.547715   0.583309    1.55162   0.676963  -0.595083  0.0158231   -1.49061    2.05538   0.584755  -0.163369     1.6055    1.38937  -0.774245    -1.6236
HGDP00547	  3.55216 -0.548876   2.49915  -12.4411  -1.05096  -1.87335  -1.17341   1.80021  0.964724 -0.445197 -0.382716   0.30364 -0.261089  -2.11113 -0.371427  0.509247   2.10096 0.0218174  0.529025  0.761105
HGDP00463	  -6.13071   -9.65428   0.894891  -0.853605  -0.615182  -0.331987    -1.3515   0.470003    6.04646   -4.03037     1.1354    2.28782  0.0934384    1.32057   0.300958  -0.690209    1.32433 0.00550164   0.963025  0.0609184
HGDP00703	   4.38539   -1.26695   -7.73398    0.27036    1.68656   -0.65903   -2.24115    1.59542  -0.444651    1.95565  -0.884988   -2.17322    1.41753 -0.0183509   0.270202  -0.652338  -0.462693   0.770905   0.795799 -0.0149979
HGDP00580	  -3.52783    2.87383   0.388699  -0.404877   -2.94558   0.415446  -0.878628  0.0395123   -3.17659    0.25894   -1.68558   0.578662    1.31915   -1.11347 -0.0035687     2.2193  -0.355126   -1.46041  -0.426065   0.621172
HGDP00130	 -2.46245 -0.869784 -0.376626   1.79008  0.337928  0.312757   1.01931  -2.48679 -0.131328  0.793103 -0.774165   2.60339   1.09041   0.26042 -0.912366 -0.809049 -0.834636 -0.250476  -2.42125 -0.684163
HGDP00167	 -2.53419   3.07357  -1.09652 -0.766741 -0.564607   2.69951 -0.433327   2.34721 -0.647567  -0.33804  0.190506 -0.719812  0.857613  0.237521  -1.16966   1.06757   1.18593 0.0792581  0.766021 -0.455732
HGDP00576	 -3.03867   1.20865  -0.31205   2.27754 -0.210115 -0.123451  -2.36372 -0.002706  0.337017  0.586274 -0.804249  -1.55493 -0.452372  -1.66419  -1.69473  -1.60939   1.07158  0.300091  0.100697  0.110594
HGDP01385	-0.596076   3.42342   2.14968  -1.43964  0.457432  0.585565  -2.61264  -0.57993  0.144707  -3.24077 -0.206754   -1.3753 -0.111981 -0.449799  0.230287  -2.31998 -0.117234  -2.03593 -0.377077   0.68292
HGDP00662	  3.56083  0.547037   2.37081  -9.22537 -0.662524  0.957694  0.538959  -1.30252   0.84006 -0.816986  -2.53037  0.281978 -0.994633   2.60959  -1.18978   1.15742  -1.78148   3.08477  -1.45063 -0.841607
HGDP00948	   4.10909  -0.846108   0.787188    2.48708   -2.16008   -1.57708   0.144718  -0.483513 -0.0307753    -2.0787   0.571643   -1.66747   -1.21565   0.128488    2.09873    0.32675  -0.130305   -1.29901   -1.77592    1.41728
HGDP00005	  -3.2867  0.963646    0.7756 -0.179786   2.68526    1.9603  -1.03534  -2.38126  -0.92173   -1.6386  -2.25378  0.248834   1.44612  0.480149   1.06541  -3.24846  0.570017 -0.956004  0.375109  0.296719
HGDP00163	  -2.0551   2.11768 -0.163634 0.0839964 -0.908813   2.41448  -2.15649   2.00449 -0.595085   3.49537   3.07615   1.15775   1.80197  -1.21217  0.168856  -2.35713  -2.43472 -0.893967  -1.34856  0.225467
HGDP00346	  -2.13687    1.94873  -0.227698    -1.7609 -0.0590775   0.404758    1.78083  -0.778642    1.32657    1.77162    2.44043   -1.91503    1.17152  -0.489528   -1.45821   -1.03788  -0.762147   -1.75188    1.22998   0.709786
HGDP00609	 -4.42062   1.78051   1.61972    2.1635  -1.58543 -0.869777  -2.05446  0.970492  -2.76944  -1.51965 -0.282122   1.05095   2.29927  -3.12185  0.171493  0.175556  -3.05357 -0.439113 -0.986597 -0.899441
HGDP01257	   -4.54685     3.04464   -0.438026      2.0278    0.250957    -1.29617  -0.0441809    -3.05916 -0.00101172     3.09264   -0.449109     2.76505    -2.03748    -1.18202   -0.707196    0.937714    0.347342   -0.503898     1.70259     3.31483
HGDP00608	  -2.93402    2.64522   0.376438 -0.0385843   0.606419   -1.53541   -1.75512   -0.67693   -1.63081  -0.441978     2.0808   -2.76112    1.56668    -1.6086  -0.717693 -0.0449333  -0.556642   -1.87417  -0.802403    1.83564
HGDP00544	  4.51034  0.138079   2.60109  -8.02342  0.567443  0.016775   1.20688  -2.29024   1.02868    2.5894  -2.01007 -0.590225 -0.761513    1.0335   -0.2129    1.3365  0.551719  -0.82439  -1.78998  0.347503
HGDP00714	  5.70274  -1.31929   3.09873  -0.25862   3.04707 -0.346829 -0.841832  0.872842   -1.0168  0.960253   1.00299  -0.26965 -0.718891  -1.76498 0.0937232 -0.623572   2.05616  -2.64369 -0.459815    1.5726
HGDP00057	  -2.42803   -1.62727   0.686042  0.0435322    2.23587    1.42372   0.759196  0.0666348    2.79139   -1.66197   0.323309   0.131598  0.0888412   -2.08019    2.03228   0.251251    1.55541  -0.541531 -0.0711687  -0.273895
HGDP00213	 -2.19209   2.39025  -1.68045  0.157459 -0.100859  0.350983 -0.753182  -0.45351  -1.00949 -0.569839  0.941852   2.37106 -0.191154 -0.734505 -0.927401  0.527948  0.429288  -2.03105  0.569804  0.102095
HGDP00165	  -1.50308    3.13712 -0.0206802    1.06645    2.34125    3.49577   -3.41977    1.91442   0.197838   0.700923  -0.286383   0.652494   0.370372   0.718849  -0.430579   -1.65875   -3.51601  -0.276214   0.996554   0.599172
HGDP01300	  2.55391  0.149803   0.13415   3.80462  -3.38182   2.31326  -2.58665 -0.629008 0.0636255 -0.582458  -2.15971 0.0292876  -1.32546 -0.498166  -2.61353   1.12936 -0.516368  0.245277  0.660938  0.931329
HGDP00931	 -6.77455  -8.65146  -1.50786  0.802136   1.59578 -0.909997  0.945207  0.109109  -2.04403 0.0790293  0.389139  -1.74092  -1.50135  -1.73618   1.02044 -0.537115  -0.92332   3.20549  -1.87611   2.56495
HGDP00466	 -6.67643  -8.48979 -0.301749 -0.373071  -1.53599   1.91292 -0.405801   1.44856  0.966318  -1.31409  -1.84121   1.84171 -0.489113  -2.01512 -0.447834   0.61157 -0.839961   -0.7237  -1.89588 -0.762031
HGDP00279	 -1.94749   1.39765  0.180723  0.990515 -0.274173   3.31968  -1.90541  -1.00118  -1.35815   1.08507 -0.146837  0.345094 -0.676413    1.0263 -0.353802  -2.13501 -0.319141  -3.30889  -1.08059 -0.770802
HGDP00945	  6.40336   -3.1092 -0.427223   2.31679  -6.66744   1.07799  -1.46674  0.383633  -1.11525  -2.21785   -1.9879  -1.93703 -0.155359 -0.453923   -1.9363   1.35983   2.31043  0.254104   1.17901  0.677125
HGDP00056	 -1.66166  0.937892  -1.16495  -1.38334  -1.81018   2.29564  -1.15922  -1.24803 -0.503153  0.423442 -0.919953  -0.80494  -1.96249   1.79102 -0.755016   1.45583    2.2762  -2.72978  0.422418  0.576592
HGDP01050	  5.42669 -0.699024  -7.48302  -1.93679   3.99517  0.110306  -2.13892  0.191759 -0.924329  -2.22728 -0.312462   0.39867   -2.2849 -0.483803   1.62435   2.14716 -0.701001  -0.46135   1.86882 -0.767612
HGDP00288	 -1.47553   3.42586  0.133446    2.0642  -1.54255   1.15945  0.287009   1.45778 0.0195051   2.55341 -0.635263  -2.00743  -2.13611 -0.478697 -0.201168  -3.90193  0.684504   1.50548 -0.157089 -0.415979
HGDP00562	  -4.37424    3.26176   0.174749   0.796181  -0.545575 -0.0831273   0.128296   -2.27142    1.06709   -3.61396   -1.25512   -1.59207    1.69096    1.80862   -1.63317   0.878929  -0.863546  -0.695924   -1.54056   -2.05713
HGDP01396	 -3.54749   4.35143    1.6848  0.631815   0.69572   1.00762   1.81886 -0.358561   1.46589   1.08016  0.236061   1.22251  0.615576   1.51986  0.491438  0.290078  0.118868  -2.15553 -0.317387 -0.380588
HGDP01009	   7.39246   -1.57896   -10.7255 -0.0940486   0.152223    1.11972    1.91054  -0.404645    1.84784    1.73281    1.64761    1.66242    1.15957  0.0212626    1.12896    1.76619 -0.0821681     0.4628   -1.20422   0.129341
HGDP01383	  -4.25273    5.31814  0.0823254 -0.0822838  -0.519877  -0.722962  -0.459127  -0.621157   0.233362    1.29847  -0.775621    1.33842  -0.441225    3.34663   -1.29145   0.291646   -1.22451   -0.82026  -0.741864  -0.901512
HGDP00341	  0.53482   2.94708  -1.95529 -0.177129  -4.30268   3.48719 -0.984731 -0.989117   -1.5856  -2.85845  0.709944   2.09573 -0.884383   1.19266   2.19598 -0.102853  -1.19321  -0.78513 -0.721518   -2.1511
HGDP01013	   5.22327  -0.936794   -9.48886   0.692316   -2.71285   0.152178   -1.13695 -0.0853854  -0.486077  -0.993575    1.94336    1.10897  -0.738892  -0.468162    1.76661  -0.504668   -0.83792  -0.671488  -0.739914    2.48558
HGDP00543	 3.41433  1.11014  2.37602 -12.6026 -3.10101 0.671294  2.05245 0.261341 0.571517 0.678233 0.345049  1.03675  -1.5379 -3.14523 -1.32107  1.08486  1.26809 -2.17373 -2.06056 0.998097
HGDP00947	  5.64274 -0.609859   1.34671  0.569042 -0.793712  0.341054   1.89742   1.61834    1.1205 -0.643729  -1.27838 0.0320373   2.91567 -0.171992  -1.70627  0.721531   1.48638  -1.95709   2.17318 -0.564674
HGDP00723	  -3.38429    2.90006    1.27492  -0.988611  0.0288576    -2.9934 -0.0393053   -2.96898   -1.94263   -1.01312    1.03886  -0.184696   0.155735   0.633935  -0.781934    1.34375    1.18398   0.321404   -1.78776   -2.14753
HGDP00467	 -4.50612  -12.3063  0.558268  0.586888  0.208548 -0.797994  0.580434 -0.509269  0.707516   1.85216   1.91491   1.97739  -2.41905  0.781068   2.49759 -0.786814  -0.46099 -0.809879  0.988471 -0.797232
HGDP00545	   3.2154   0.81809   2.90852  -10.6739  -1.20925 -0.704985 -0.453412   2.86022   1.02364  0.363526  -1.10077 -0.781989  -1.16694  -1.48048  -1.60392 -0.425222 -0.117175  -3.55081 -0.920822  -1.89292
HGDP00610	 -3.62512   3.98966   2.23143  0.207895  -0.36204   0.09467   -1.2138  -1.91647  0.253035 -0.173151  0.763703 -0.570136  -1.27673   -0.2276  0.239167   1.29361    1.3054 -0.156569   2.40773  0.226466
HGDP00001	 -3.63337   3.29024  0.491603 0.0978562  -1.05101   1.96934  0.769572  0.444437  -2.67584  -3.31066  0.563651 -0.568102 -0.799195   -1.2014 -0.969389  0.261938  0.807105  0.441268 0.0862067 -0.902096
HGDP00218	 -2.19845   1.59625   1.10606   1.05353   1.03445   3.37792   1.56393 0.0121571 -0.620499 -0.403458   1.50788  0.406976   4.77037  0.149795  0.674294  0.251075   1.23173   1.32525  -1.03158   1.36899
HGDP00933	 -5.71738  -8.73161  0.907669 -0.234532   0.52275   -1.4857  0.274092   1.43898  -1.16178 -0.174473  -1.53624 -0.531391  0.279499  -2.03077 -0.988668 -0.621734   1.17412  0.785422 -0.654266   1.01282
HGDP00856	  3.64431 -0.851009  -9.21838  -2.08938    1.8457 -0.328532 0.0363664  0.443456  -1.14658 -0.557259   1.62115  -1.48515  0.591335  0.489637 -0.127093   1.63539   1.63909  -1.82987   1.25488  -1.82665
HGDP00062	 -3.53471   1.27959 -0.741922  -0.43688   1.55363   3.92467  -1.33098  0.275318  -2.02852  0.918418   1.31718  -1.89393  0.608905   1.81587 -0.621344  -0.31703  -3.16146  -1.72796  -0.16485  -3.05795
HGDP01086	  -6.82167   -6.58056     1.0134     1.6412  -0.546795 -0.0708038   0.200726   0.507747    1.37531   -1.51919  -0.883152   0.562827   -2.60587   0.769234 -0.0283073   0.791996    1.56372   0.443725     1.4762  -0.744703
HGDP00710	  3.28815 -0.829486  -9.74428  0.285886   1.73381   0.15279  0.374554 -0.698782   1.08303  0.370041  -0.87305  -1.64786  0.722193   2.25281  0.518918  0.498484 -0.984892 0.0573567   1.04606  0.224611
