"SYMBOL"	"ENTREZID"
"TANK"	"10010"
"NIFK"	"84365"
"ACTG1"	"71"
"CASKIN2"	"57513"
"ELP5"	"23587"
"EXOC7"	"23265"
"FMNL1"	"752"
"MRPL10"	"124995"
"NOL11"	"25926"
"PCYT2"	"5833"
"PGS1"	"9489"
"RAI1"	"10743"
"SLC25A19"	"60386"
"SLC35B1"	"10237"
"SMURF2"	"64750"
"SP2"	"6668"
"SSH2"	"85464"
"SUZ12"	"23512"
"TANC2"	"26115"
"TBX2"	"6909"
"TOP2A"	"7153"
"UBTF"	"7343"
"BRIP1"	"83990"
"GPATCH8"	"23131"
"RPL27"	"6155"
"CASKIN1"	"57524"
"CRAMP1"	"57585"
"DDX19A"	"55308"
"FBRS"	"64319"
"GRIN2A"	"2903"
"HEATR3"	"55027"
"MRPL28"	"10573"
"MRTFB"	"57496"
"NFAT5"	"10725"
"PIGQ"	"9091"
"PLCG2"	"5336"
"TAOK2"	"9344"
"TELO2"	"9894"
"FOXC2"	"2303"
"KIF22"	"3835"
"PSME3IP1"	"80011"
"ADAMTS3"	"9508"
"ADGRL3"	"23284"
"ANK2"	"287"
"ANKRD50"	"57182"
"COQ2"	"27235"
"FNIP2"	"57600"
"JADE1"	"79960"
"LIMCH1"	"22998"
"METAP1"	"23173"
"PKD2"	"5311"
"RNF4"	"6047"
"NFKB1"	"4790"
"COPS4"	"51138"
"CFAP298"	"56683"
"CSTB"	"1476"
"GART"	"2618"
"ATP6V1B2"	"526"
"FGFR1"	"2260"
"IKBKB"	"3551"
"LRP12"	"29967"
"MRPS28"	"28957"
"MTERF3"	"51001"
"NRG1"	"3084"
"RRS1"	"23212"
"UBR5"	"51366"
"MED30"	"90390"
"CCDC39"	"339829"
"CIP2A"	"57650"
"DNAJC13"	"23317"
"EAF1"	"85403"
"GTF2E1"	"2960"
"IP6K2"	"51447"
"ITPR1"	"3708"
"MCM2"	"4171"
"NKTR"	"4820"
"OPA1"	"4976"
"PCCB"	"5096"
"PPP2R3A"	"5523"
"RPUSD3"	"285367"
"SACM1L"	"22908"
"SLC33A1"	"9197"
"TASOR"	"23272"
"ARHGAP31"	"57514"
"DBR1"	"51163"
"ECT2"	"1894"
"SEMA3F"	"6405"
"EPHB1"	"2047"
"ATP13A3"	"79572"
"ADGRL1"	"22859"
"CAMSAP3"	"57662"
"CCDC151"	"115948"
"CNOT3"	"4849"
"ECSIT"	"51295"
"EEF2"	"1938"
"GPX4"	"2879"
"HAUS5"	"23354"
"LYL1"	"4066"
"MARK4"	"57787"
"NOP53"	"29997"
"PLAUR"	"5329"
"PNKP"	"11284"
"PRR12"	"57479"
"SYDE1"	"85360"
"RFX1"	"5989"
"SCAMP4"	"113178"
"RPL18"	"6141"
"HSPH1"	"10808"
"IPO5"	"3843"
"TUBGCP3"	"10426"
"XPO4"	"64328"
"ZC3H13"	"23091"
"USPL1"	"10208"
"ANKHD1"	"54882"
"ANKHD1-EIF4EBP3"	"404734"
"BNIP1"	"662"
"CENPH"	"64946"
"CSNK1A1"	"1452"
"CTNND2"	"1501"
"DBN1"	"1627"
"GEMIN5"	"25929"
"HSPA4"	"3308"
"IPO11"	"51194"
"JADE2"	"23338"
"KIF20A"	"10112"
"MAP3K1"	"4214"
"NADK2"	"133686"
"NOP16"	"51491"
"PDGFRB"	"5159"
"PDZD2"	"23037"
"RAD50"	"10111"
"FAM193B"	"54540"
"MARCHF6"	"10299"
"RASA1"	"5921"
"TTC1"	"7265"
"BTF3"	"689"
"TENT4A"	"11044"
"SSBP2"	"23635"
"MICAL3"	"57553"
"THOC5"	"8563"
"PEX26"	"55670"
"CHD6"	"84181"
"E2F1"	"1869"
"GNAS"	"2778"
"PTPRT"	"11122"
"ZMYND8"	"23613"
"SAMHD1"	"25939"
"FITM2"	"128486"
"AMBRA1"	"55626"
"ARHGEF17"	"9828"
"ASCL2"	"430"
"ATM"	"472"
"CEP57"	"9702"
"CPT1A"	"1374"
"FTH1"	"2495"
"IPO7"	"10527"
"KMT2A"	"4297"
"MAML2"	"84441"
"MED17"	"9440"
"MRPL21"	"219927"
"MUS81"	"80198"
"NCAM1"	"4684"
"NCAPD3"	"23310"
"NUMA1"	"4926"
"PATL1"	"219988"
"PEX16"	"9409"
"PPP1CA"	"5499"
"QSER1"	"79832"
"SF1"	"7536"
"TAF6L"	"10629"
"TENM4"	"26011"
"TSG101"	"7251"
"UVRAG"	"7405"
"ALG9"	"79796"
"GRAMD1B"	"57476"
"MED19"	"219541"
"RCE1"	"9986"
"CRY2"	"1408"
"SPI1"	"6688"
"HINFP"	"25988"
"HERC4"	"26091"
"HSPA14"	"51182"
"JMJD1C"	"221037"
"KCNMA1"	"3778"
"MICU1"	"10367"
"PI4K2A"	"55361"
"SFMBT2"	"57713"
"TCF7L2"	"6934"
"XPNPEP1"	"7511"
"ZEB1"	"6935"
"WAC"	"51322"
"DMD"	"1756"
"FRMPD3"	"84443"
"G6PD"	"2539"
"IGSF1"	"3547"
"PDHA1"	"5160"
"PHKA2"	"5256"
"PLXNA3"	"55558"
"LRCH2"	"57631"
"SLC35A2"	"7355"
"CCDC22"	"28952"
