ensID	EmbryoDev	DDD	Lethal	Essential	Misc	Candidate_gene
ENSG00000006715	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000006744	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000006837	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000007168	1.0	1.0	0.0	1.0	0.0	0.0
ENSG00000007174	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000007202	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000007216	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000007312	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000007314	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000007372	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000007384	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000007520	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000007541	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000007866	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000007923	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000007944	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000007952	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000008018	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000008056	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000008086	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000008128	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000008130	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000008196	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000008277	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000008300	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000008311	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000008441	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000008710	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008838	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000008853	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000008952	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000008988	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000009307	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000009413	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000009709	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000009830	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000009954	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000010017	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000010072	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000010244	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000010256	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000010278	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000010292	0.0	1.0	1.0	1.0	0.0	0.0
ENSG00000010295	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000010322	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000010361	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000010379	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000010404	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000010626	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000010810	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000010818	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000011007	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000011028	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000011132	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000011143	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000011198	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000011243	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000011258	1.0	0.0	1.0	1.0	0.0	0.0
ENSG00000011260	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000011295	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000011304	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000011376	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000011405	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000011422	0.0	0.0	0.0	1.0	1.0	0.0
ENSG00000011426	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000011478	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000011485	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000011600	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000012048	1.0	1.0	1.0	1.0	0.0	1.0
ENSG00000012061	1.0	1.0	0.0	1.0	0.0	1.0
ENSG00000012174	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000012232	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000012660	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000012963	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000013275	1.0	0.0	1.0	1.0	0.0	0.0
ENSG00000013306	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000013375	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000013441	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000013503	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000013561	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000013573	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000013583	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000013619	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000013810	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000014123	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000014138	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000014164	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000014641	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000014824	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000014919	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000015133	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000015153	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000015171	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000015475	0.0	0.0	0.0	1.0	0.0	1.0
ENSG00000015479	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000015532	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000015676	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000016082	1.0	0.0	1.0	0.0	0.0	0.0
ENSG00000016402	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000017427	1.0	1.0	0.0	1.0	1.0	0.0
ENSG00000018189	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000018236	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000018280	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000018408	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000018510	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000018610	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000018699	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000019144	1.0	0.0	0.0	1.0	0.0	0.0
ENSG00000019186	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000019995	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000020129	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000020181	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000020426	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000020633	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000020922	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000021461	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000021645	0.0	1.0	1.0	0.0	0.0	0.0
ENSG00000021762	0.0	0.0	0.0	1.0	1.0	0.0
ENSG00000021776	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000021826	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000022267	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000022277	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000022355	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000022556	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000022840	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000023191	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000023228	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000023287	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000023318	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000023330	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000023445	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000023572	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000023608	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000023734	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000024048	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000024422	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000024526	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000025156	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000025293	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000025708	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000025770	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000025796	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000025800	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000026103	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000026297	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000026508	0.0	0.0	0.0	0.0	1.0	1.0
ENSG00000027001	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000027075	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000027697	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000027847	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000028137	0.0	0.0	0.0	1.0	0.0	1.0
ENSG00000028203	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000028277	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000028310	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000029363	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000029364	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000029639	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000029993	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000030066	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000030304	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000030419	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000031003	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000031081	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000031691	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000031698	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000031823	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000032219	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000032389	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000032742	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000033011	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000033030	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000033050	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000033170	1.0	1.0	1.0	0.0	0.0	0.0
ENSG00000033178	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000033327	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000033627	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000033800	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000033867	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000034053	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000034152	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000034677	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000034693	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000034713	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000034971	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000035403	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000035499	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000035687	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000035862	0.0	0.0	0.0	1.0	1.0	0.0
ENSG00000035928	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000036054	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000036257	1.0	1.0	0.0	1.0	0.0	0.0
ENSG00000036473	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000037280	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000037474	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000037897	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000037965	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000038002	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000038219	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000038295	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000038358	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000038382	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000039068	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000039123	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000039139	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000039537	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000039560	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000039650	0.0	1.0	0.0	1.0	0.0	1.0
ENSG00000039987	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000040275	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000040487	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000040531	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000040608	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000040633	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000040933	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000041357	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000041802	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000041982	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000042286	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000042317	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000042429	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000042753	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000042813	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000043039	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000043143	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000043355	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000043462	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000043514	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000043591	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000044090	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000044524	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000044574	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000046604	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000046647	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000046651	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000047249	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000047315	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000047410	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000047932	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000048052	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000048162	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000048342	1.0	1.0	0.0	0.0	1.0	0.0
ENSG00000048392	0.0	1.0	0.0	0.0	0.0	1.0
ENSG00000048462	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000048544	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000048649	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000048707	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000048740	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000048828	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000049089	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000049130	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000049167	0.0	1.0	0.0	0.0	0.0	1.0
ENSG00000049245	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000049249	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000049283	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000049323	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000049449	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000049540	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000049541	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000049618	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000049759	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000049768	0.0	1.0	0.0	0.0	1.0	0.0
ENSG00000049860	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000050030	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000050165	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000050393	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000050405	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000050555	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000050820	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000051180	0.0	1.0	0.0	1.0	0.0	1.0
ENSG00000051341	0.0	0.0	0.0	1.0	0.0	1.0
ENSG00000051382	1.0	0.0	1.0	0.0	0.0	0.0
ENSG00000052344	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000052723	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000052749	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000052802	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000052850	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000053254	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000053371	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000053372	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000053501	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000053747	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000053900	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000053918	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000054116	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000054118	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000054267	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000054282	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000054392	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000054598	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000054690	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000054793	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000054967	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000054983	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000055044	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000055070	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000055118	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000055130	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000055163	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000055208	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000055332	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000055483	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000055609	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000055917	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000055950	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000056097	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000056558	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000056586	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000056736	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000057149	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000057468	0.0	0.0	0.0	1.0	1.0	1.0
ENSG00000057593	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000057608	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000057657	1.0	0.0	1.0	0.0	0.0	0.0
ENSG00000057663	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000058262	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000058272	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000058404	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000058453	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000058600	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000058673	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000058729	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000059122	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000059377	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000059573	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000059691	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000059804	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000060069	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000060138	1.0	0.0	0.0	1.0	0.0	0.0
ENSG00000060237	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000060339	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000060491	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000060642	0.0	1.0	0.0	1.0	0.0	0.0
ENSG00000060688	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000060718	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000060971	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000060982	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000061273	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000061455	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000061492	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000061656	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000061676	0.0	0.0	1.0	1.0	0.0	0.0
ENSG00000061794	0.0	0.0	1.0	1.0	0.0	1.0
ENSG00000061918	0.0	0.0	1.0	0.0	0.0	0.0
