,predispo_cancer,azoospermia,gene_paper
ENSG00000096401,1,0,1
ENSG00000096433,0,0,1
ENSG00000096717,1,0,1
ENSG00000096968,1,0,1
ENSG00000096996,0,0,1
ENSG00000097007,1,0,1
ENSG00000097033,0,0,1
ENSG00000097046,1,0,0
ENSG00000099139,0,0,1
ENSG00000099246,0,0,1
ENSG00000099260,0,0,1
ENSG00000099326,1,0,0
ENSG00000099331,0,0,1
ENSG00000099341,0,0,1
ENSG00000099385,0,0,1
ENSG00000099617,0,0,1
ENSG00000099622,0,0,1
ENSG00000099769,0,0,1
ENSG00000099817,1,0,1
ENSG00000099822,0,1,1
ENSG00000099860,0,0,1
ENSG00000099864,0,0,1
ENSG00000099866,0,0,1
ENSG00000099875,0,0,1
ENSG00000099889,0,0,1
ENSG00000099901,0,1,1
ENSG00000099937,0,0,1
ENSG00000099942,1,0,1
ENSG00000099949,1,0,1
ENSG00000099953,0,0,1
ENSG00000099954,0,0,1
ENSG00000099956,1,0,1
ENSG00000099960,0,0,1
ENSG00000099968,0,0,1
ENSG00000099977,0,0,1
ENSG00000099984,0,0,1
ENSG00000100003,0,0,1
ENSG00000100023,0,0,1
ENSG00000100029,0,0,1
ENSG00000100030,1,0,1
ENSG00000100033,0,0,1
ENSG00000100038,0,0,1
ENSG00000100053,0,0,1
ENSG00000100060,0,0,1
ENSG00000100065,0,0,1
ENSG00000100075,0,0,1
ENSG00000100079,0,0,1
ENSG00000100083,0,0,1
ENSG00000100084,0,0,1
ENSG00000100092,0,0,1
ENSG00000100097,0,0,1
ENSG00000100099,1,0,1
ENSG00000100105,0,1,0
ENSG00000100109,1,0,1
ENSG00000100116,0,0,1
ENSG00000100122,0,0,1
ENSG00000100142,1,0,0
ENSG00000100146,0,0,1
ENSG00000100156,0,0,1
ENSG00000100170,0,0,1
ENSG00000100206,1,1,0
ENSG00000100207,0,0,1
ENSG00000100219,0,0,1
ENSG00000100226,0,0,1
ENSG00000100228,0,0,1
ENSG00000100234,0,0,1
ENSG00000100241,0,1,0
ENSG00000100266,0,0,1
ENSG00000100280,0,0,1
ENSG00000100284,0,0,1
ENSG00000100285,0,0,1
ENSG00000100292,0,0,1
ENSG00000100297,1,0,0
ENSG00000100299,0,0,1
ENSG00000100307,1,0,0
ENSG00000100311,0,0,1
ENSG00000100312,0,0,1
ENSG00000100316,0,0,1
ENSG00000100321,0,0,1
ENSG00000100325,1,0,0
ENSG00000100330,0,0,1
ENSG00000100345,1,0,1
ENSG00000100348,0,0,1
ENSG00000100365,0,0,1
ENSG00000100368,1,0,0
ENSG00000100372,0,0,1
ENSG00000100385,0,0,1
ENSG00000100387,1,0,1
ENSG00000100393,1,0,0
ENSG00000100401,0,0,1
ENSG00000100410,0,0,1
ENSG00000100412,0,0,1
ENSG00000100417,0,0,1
ENSG00000100422,0,0,1
ENSG00000100427,0,0,1
ENSG00000100429,1,0,0
ENSG00000100442,0,0,1
ENSG00000100448,1,0,1
ENSG00000100453,0,0,1
ENSG00000100473,0,0,1
ENSG00000100478,0,0,1
ENSG00000100479,1,0,1
ENSG00000100485,0,0,1
ENSG00000100490,0,0,1
ENSG00000100503,1,0,1
ENSG00000100504,0,0,1
ENSG00000100505,0,0,1
ENSG00000100522,0,0,1
ENSG00000100554,0,0,1
ENSG00000100558,0,0,1
ENSG00000100564,0,0,1
ENSG00000100567,0,0,1
ENSG00000100568,0,0,1
ENSG00000100575,0,0,1
ENSG00000100577,0,0,1
ENSG00000100592,0,0,1
ENSG00000100596,0,0,1
ENSG00000100600,0,0,1
ENSG00000100601,1,0,0
ENSG00000100604,0,0,1
ENSG00000100614,0,0,1
ENSG00000100625,0,0,1
ENSG00000100628,0,0,1
ENSG00000100632,0,0,1
ENSG00000100644,0,0,1
ENSG00000100652,0,0,1
ENSG00000100697,1,0,1
ENSG00000100714,0,0,1
ENSG00000100726,1,0,0
ENSG00000100749,0,1,1
ENSG00000100764,0,0,1
ENSG00000100804,0,0,1
ENSG00000100811,1,0,1
ENSG00000100814,0,1,0
ENSG00000100823,1,0,1
ENSG00000100842,0,0,1
ENSG00000100852,0,0,1
ENSG00000100865,1,0,0
ENSG00000100883,0,0,1
ENSG00000100884,0,0,1
ENSG00000100902,0,0,1
ENSG00000100906,0,0,1
ENSG00000100911,0,0,1
ENSG00000100918,1,1,0
ENSG00000100926,0,0,1
ENSG00000100934,0,0,1
ENSG00000100941,0,0,1
ENSG00000100949,0,0,1
ENSG00000100968,0,0,1
ENSG00000100979,0,0,1
ENSG00000100983,0,0,1
ENSG00000100985,0,0,1
ENSG00000100991,0,0,1
ENSG00000100994,0,0,1
ENSG00000101000,0,0,1
ENSG00000101049,0,0,1
ENSG00000101057,1,0,1
ENSG00000101082,0,0,1
ENSG00000101096,1,0,1
ENSG00000101109,1,0,1
ENSG00000101126,0,0,1
ENSG00000101134,0,0,1
ENSG00000101144,0,0,1
ENSG00000101146,1,0,1
ENSG00000101152,0,0,1
ENSG00000101160,0,0,1
ENSG00000101162,1,0,0
ENSG00000101180,0,0,1
ENSG00000101182,0,0,1
ENSG00000101191,0,0,1
ENSG00000101199,0,0,1
ENSG00000101200,0,0,1
ENSG00000101204,1,0,1
ENSG00000101210,0,0,1
ENSG00000101213,0,0,1
ENSG00000101224,0,0,1
ENSG00000101246,0,0,1
ENSG00000101290,0,0,1
ENSG00000101292,0,1,0
ENSG00000101310,1,0,1
ENSG00000101323,0,0,1
ENSG00000101327,0,0,1
ENSG00000101335,0,0,1
ENSG00000101336,1,0,1
ENSG00000101343,0,0,1
ENSG00000101347,1,0,1
ENSG00000101350,0,0,1
ENSG00000101365,0,0,1
ENSG00000101367,0,0,1
ENSG00000101384,0,0,1
ENSG00000101400,0,0,1
ENSG00000101405,0,0,1
ENSG00000101412,1,0,1
ENSG00000101417,0,0,1
ENSG00000101439,0,0,1
ENSG00000101440,1,0,0
ENSG00000101442,1,0,0
ENSG00000101444,0,0,1
ENSG00000101557,0,0,1
ENSG00000101558,0,0,1
ENSG00000101577,0,0,1
ENSG00000101596,1,0,0
ENSG00000101605,0,0,1
ENSG00000101680,0,0,1
ENSG00000101751,1,0,1
ENSG00000101773,1,0,0
ENSG00000101843,0,0,1
ENSG00000101846,0,0,1
ENSG00000101849,0,0,1
ENSG00000101856,0,0,1
ENSG00000101868,1,0,1
ENSG00000101871,0,0,1
ENSG00000101940,0,0,1
ENSG00000101945,1,0,1
ENSG00000101955,1,0,1
ENSG00000101972,0,0,1
ENSG00000101974,1,0,1
ENSG00000101981,0,0,1
ENSG00000101986,0,0,1
ENSG00000102003,0,0,1
ENSG00000102007,0,0,1
ENSG00000102010,0,0,1
ENSG00000102032,0,0,1
ENSG00000102034,0,0,1
ENSG00000102038,0,0,1
ENSG00000102048,0,0,1
ENSG00000102054,0,0,1
ENSG00000102057,0,0,1
ENSG00000102078,0,0,1
ENSG00000102081,0,0,1
ENSG00000102096,0,0,1
ENSG00000102098,0,1,0
ENSG00000102100,0,0,1
ENSG00000102103,0,0,1
ENSG00000102109,0,0,1
ENSG00000102119,0,0,1
ENSG00000102125,1,1,0
ENSG00000102144,0,0,1
ENSG00000102145,1,0,1
ENSG00000102172,0,0,1
ENSG00000102174,0,0,1
ENSG00000102195,0,0,1
ENSG00000102226,0,0,1
ENSG00000102230,1,0,0
ENSG00000102239,0,0,1
ENSG00000102265,0,0,1
ENSG00000102302,0,0,1
ENSG00000102309,0,0,1
ENSG00000102316,0,0,1
ENSG00000102317,0,0,1
ENSG00000102362,0,0,1
ENSG00000102385,0,0,1
ENSG00000102393,0,0,1
ENSG00000102466,0,0,1
ENSG00000102468,0,0,1
ENSG00000102471,0,0,1
ENSG00000102524,1,0,1
ENSG00000102554,0,0,1
ENSG00000102575,0,0,1
ENSG00000102580,0,0,1
ENSG00000102606,0,0,1
ENSG00000102678,1,0,1
ENSG00000102683,0,0,1
ENSG00000102699,1,0,0
ENSG00000102738,0,0,1
ENSG00000102743,0,0,1
ENSG00000102753,0,0,1
ENSG00000102755,0,0,1
ENSG00000102805,0,0,1
ENSG00000102854,0,0,1
ENSG00000102858,0,0,1
ENSG00000102878,0,0,1
ENSG00000102879,0,0,1
ENSG00000102882,1,0,1
ENSG00000102891,0,0,1
ENSG00000102898,0,0,1
ENSG00000102904,0,0,1
ENSG00000102908,0,0,1
ENSG00000102924,0,0,1
ENSG00000102962,0,0,1
ENSG00000102967,0,0,1
ENSG00000102970,0,0,1
ENSG00000102974,0,0,1
ENSG00000102977,1,0,0
ENSG00000102978,1,0,1
ENSG00000102981,0,0,1
ENSG00000102996,0,0,1
ENSG00000103005,1,0,0
ENSG00000103024,0,0,1
ENSG00000103035,0,0,1
ENSG00000103044,0,0,1
ENSG00000103051,0,0,1
ENSG00000103056,0,0,1
ENSG00000103150,0,0,1
ENSG00000103152,1,0,1
ENSG00000103168,0,0,1
ENSG00000103175,0,0,1
ENSG00000103187,0,0,1
ENSG00000103194,1,0,0
ENSG00000103197,1,0,1
ENSG00000103202,0,0,1
ENSG00000103222,0,0,1
ENSG00000103249,0,0,1
ENSG00000103257,0,0,1
ENSG00000103266,1,0,1
ENSG00000103274,0,0,1
ENSG00000103275,0,0,1
ENSG00000103310,0,0,1
ENSG00000103316,0,0,1
ENSG00000103319,0,0,1
ENSG00000103342,0,0,1
ENSG00000103365,0,0,1
ENSG00000103375,0,0,1
ENSG00000103415,0,0,1
ENSG00000103423,0,0,1
ENSG00000103479,0,0,1
ENSG00000103495,0,0,1
ENSG00000103507,0,0,1
ENSG00000103546,0,0,1
ENSG00000103569,0,0,1
ENSG00000103642,0,0,1
ENSG00000103653,0,0,1
ENSG00000103657,0,0,1
ENSG00000103671,0,0,1
ENSG00000103723,0,0,1
ENSG00000103769,0,0,1
ENSG00000103811,0,0,1
ENSG00000103876,1,0,1
ENSG00000103942,0,0,1
ENSG00000103995,1,0,0
ENSG00000104055,0,0,1
ENSG00000104064,0,0,1
ENSG00000104067,0,0,1
ENSG00000104081,1,0,0
ENSG00000104112,0,0,1
ENSG00000104154,0,0,1
ENSG00000104164,1,0,0
ENSG00000104177,0,0,1
ENSG00000104205,0,0,1
ENSG00000104213,0,0,1
ENSG00000104221,0,0,1
ENSG00000104290,0,0,1
ENSG00000104312,0,0,1
ENSG00000104313,1,0,1
ENSG00000104320,1,0,1
ENSG00000104325,0,0,1
ENSG00000104327,0,0,1
ENSG00000104332,0,0,1
ENSG00000104341,0,0,1
ENSG00000104343,1,1,0
ENSG00000104365,0,0,1
ENSG00000104368,0,0,1
ENSG00000104375,1,0,1
ENSG00000104381,0,0,1
ENSG00000104432,0,0,1
ENSG00000104435,0,0,1
ENSG00000104447,0,0,1
ENSG00000104450,0,0,1
ENSG00000104472,0,0,1
ENSG00000104517,1,0,0
ENSG00000104529,0,0,1
ENSG00000104537,0,0,1
ENSG00000104549,0,0,1
ENSG00000104671,0,0,1
ENSG00000104687,0,0,1
ENSG00000104689,1,0,0
ENSG00000104695,0,0,1
ENSG00000104738,1,0,0
ENSG00000104755,0,0,1
ENSG00000104760,0,0,1
ENSG00000104763,0,0,1
ENSG00000104765,0,0,1
ENSG00000104774,0,0,1
ENSG00000104783,0,0,1
ENSG00000104804,0,0,1
ENSG00000104812,1,0,0
ENSG00000104814,0,0,1
ENSG00000104823,0,0,1
ENSG00000104825,0,0,1
ENSG00000104826,0,1,1
ENSG00000104835,0,0,1
ENSG00000104848,0,0,1
ENSG00000104853,0,0,1
ENSG00000104856,0,0,1
ENSG00000104863,0,0,1
ENSG00000104870,0,0,1
ENSG00000104879,0,0,1
ENSG00000104884,1,0,1
ENSG00000104885,1,0,0
ENSG00000104889,1,0,0
ENSG00000104894,0,0,1
ENSG00000104897,0,0,1
ENSG00000104899,0,0,1
ENSG00000104903,0,0,1
ENSG00000104904,0,0,1
ENSG00000104918,0,0,1
ENSG00000104951,0,0,1
ENSG00000104953,0,0,1
ENSG00000104960,0,0,1
ENSG00000104980,0,0,1
ENSG00000105048,0,0,1
ENSG00000105127,0,0,1
ENSG00000105135,0,0,1
ENSG00000105141,0,0,1
ENSG00000105143,0,0,1
ENSG00000105173,1,0,1
ENSG00000105185,0,0,1
ENSG00000105193,0,0,1
ENSG00000105202,0,0,1
ENSG00000105204,0,0,1
ENSG00000105221,1,0,1
ENSG00000105223,0,0,1
ENSG00000105227,0,0,1
ENSG00000105229,1,0,0
ENSG00000105246,0,0,1
ENSG00000105251,0,0,1
ENSG00000105258,1,0,1
ENSG00000105289,0,0,1
ENSG00000105290,0,0,1
ENSG00000105325,1,0,1
ENSG00000105327,0,0,1
ENSG00000105329,1,0,1
ENSG00000105357,1,0,0
ENSG00000105364,0,0,1
ENSG00000105369,0,0,1
ENSG00000105372,1,0,1
ENSG00000105373,1,0,0
ENSG00000105374,0,0,1
ENSG00000105376,0,0,1
ENSG00000105383,0,0,1
ENSG00000105392,0,0,1
ENSG00000105393,1,0,0
ENSG00000105397,0,0,1
ENSG00000105401,1,0,1
ENSG00000105402,0,0,1
ENSG00000105404,0,0,1
ENSG00000105426,0,0,1
ENSG00000105428,0,0,1
ENSG00000105464,0,0,1
ENSG00000105467,0,0,1
ENSG00000105486,1,0,1
ENSG00000105509,0,0,1
ENSG00000105514,0,0,1
ENSG00000105516,0,0,1
ENSG00000105549,0,1,1
ENSG00000105550,0,0,1
ENSG00000105552,0,0,1
ENSG00000105568,1,0,1
ENSG00000105607,0,0,1
ENSG00000105610,1,0,1
ENSG00000105619,0,0,1
ENSG00000105639,1,0,1
ENSG00000105641,0,0,1
ENSG00000105642,0,0,1
ENSG00000105647,1,0,1
ENSG00000105649,0,0,1
ENSG00000105656,0,0,1
ENSG00000105664,0,0,1
ENSG00000105668,0,0,1
ENSG00000105669,0,0,1
ENSG00000105675,0,0,1
ENSG00000105695,0,0,1
ENSG00000105698,0,0,1
ENSG00000105701,0,0,1
ENSG00000105707,0,0,1
ENSG00000105711,0,0,1
ENSG00000105717,0,0,1
ENSG00000105722,0,0,1
ENSG00000105723,1,0,0
ENSG00000105737,0,0,1
ENSG00000105810,0,0,1
ENSG00000105821,0,0,1
ENSG00000105825,0,0,1
ENSG00000105829,0,0,1
ENSG00000105851,0,0,1
ENSG00000105852,0,0,1
ENSG00000105854,0,0,1
ENSG00000105866,0,0,1
ENSG00000105880,0,0,1
ENSG00000105887,0,0,1
ENSG00000105894,0,0,1
ENSG00000105926,0,0,1
ENSG00000105929,0,0,1
ENSG00000105948,0,1,0
ENSG00000105953,0,0,1
ENSG00000105971,0,0,1
ENSG00000105974,1,0,0
ENSG00000105976,1,0,1
ENSG00000105982,0,0,1
ENSG00000105983,0,0,1
ENSG00000105989,0,0,1
ENSG00000105991,0,0,1
ENSG00000105993,0,0,1
ENSG00000105996,0,0,1
ENSG00000105997,0,0,1
ENSG00000106003,0,0,1
ENSG00000106004,0,0,1
ENSG00000106018,0,0,1
ENSG00000106028,0,0,1
ENSG00000106031,0,0,1
ENSG00000106038,0,0,1
ENSG00000106070,1,0,1
ENSG00000106078,0,0,1
ENSG00000106089,0,0,1
ENSG00000106113,0,0,1
ENSG00000106123,0,0,1
ENSG00000106128,0,0,1
ENSG00000106144,0,0,1
ENSG00000106178,0,0,1
ENSG00000106211,0,0,1
ENSG00000106236,0,0,1
ENSG00000106268,1,0,1
ENSG00000106278,0,0,1
ENSG00000106290,0,0,1
ENSG00000106299,0,0,1
ENSG00000106328,0,0,1
ENSG00000106331,0,0,1
ENSG00000106333,0,0,1
ENSG00000106348,0,0,1
ENSG00000106366,0,0,1
ENSG00000106367,0,0,1
ENSG00000106397,0,0,1
ENSG00000106399,1,0,0
ENSG00000106404,0,0,1
ENSG00000106415,0,0,1
ENSG00000106459,0,0,1
ENSG00000106462,1,0,1
ENSG00000106483,0,0,1
ENSG00000106484,0,0,1
ENSG00000106511,0,0,1
ENSG00000106541,0,0,1
ENSG00000106546,1,0,1
ENSG00000106571,0,0,1
ENSG00000106588,0,0,1
ENSG00000106591,0,0,1
ENSG00000106605,0,0,1
ENSG00000106615,0,0,1
ENSG00000106624,0,0,1
ENSG00000106628,1,0,1
ENSG00000106633,0,0,1
ENSG00000106635,0,0,1
ENSG00000106638,0,0,1
ENSG00000106683,0,0,1
ENSG00000106688,0,0,1
ENSG00000106689,0,0,1
ENSG00000106799,0,0,1
ENSG00000106809,0,0,1
ENSG00000106819,0,0,1
ENSG00000106852,0,0,1
ENSG00000106927,0,0,1
ENSG00000106952,0,0,1
ENSG00000106991,0,0,1
ENSG00000106992,0,0,1
ENSG00000107018,0,0,1
ENSG00000107105,0,0,1
ENSG00000107140,0,0,1
ENSG00000107165,0,0,1
ENSG00000107186,0,0,1
ENSG00000107187,0,1,1
ENSG00000107201,1,0,0
ENSG00000107223,0,0,1
ENSG00000107242,0,0,1
ENSG00000107262,0,0,1
ENSG00000107281,0,0,1
ENSG00000107290,1,1,0
ENSG00000107295,0,0,1
ENSG00000107317,0,0,1
ENSG00000107331,0,0,1
ENSG00000107341,0,0,1
ENSG00000107404,0,0,1
ENSG00000107438,0,0,1
ENSG00000107447,1,0,1
ENSG00000107485,0,0,1
ENSG00000107521,1,0,1
ENSG00000107537,0,0,1
ENSG00000107562,0,0,1
ENSG00000107611,0,0,1
ENSG00000107625,0,0,1
ENSG00000107643,1,0,1
ENSG00000107669,0,0,1
ENSG00000107672,1,0,0
ENSG00000107742,0,0,1
ENSG00000107758,0,0,1
ENSG00000107779,1,0,1
ENSG00000107789,0,0,1
ENSG00000107796,0,0,1
ENSG00000107819,0,0,1
ENSG00000107829,0,0,1
ENSG00000107831,0,0,1
ENSG00000107833,0,0,1
ENSG00000107854,1,0,0
ENSG00000107859,0,0,1
ENSG00000107874,1,0,0
ENSG00000107882,1,0,1
ENSG00000107890,1,0,0
ENSG00000107949,1,0,0
ENSG00000107959,0,0,1
ENSG00000107960,1,0,0
ENSG00000107968,1,0,1
ENSG00000107984,0,0,1
ENSG00000108001,0,0,1
ENSG00000108039,0,0,1
ENSG00000108055,1,0,0
ENSG00000108061,0,0,1
ENSG00000108064,0,0,1
ENSG00000108094,0,0,1
ENSG00000108107,0,0,1
ENSG00000108231,0,0,1
ENSG00000108255,0,0,1
ENSG00000108298,1,0,1
ENSG00000108312,0,0,1
ENSG00000108342,0,0,1
ENSG00000108344,0,0,1
ENSG00000108370,0,0,1
ENSG00000108379,0,0,1
ENSG00000108381,0,0,1
ENSG00000108384,1,0,1
ENSG00000108389,0,0,1
ENSG00000108395,1,1,0
ENSG00000108405,0,1,1
ENSG00000108423,0,0,1
ENSG00000108424,0,0,1
ENSG00000108433,0,0,1
ENSG00000108443,1,0,0
ENSG00000108468,0,0,1
ENSG00000108469,1,0,1
ENSG00000108479,0,0,1
ENSG00000108511,0,0,1
ENSG00000108515,0,0,1
ENSG00000108518,0,0,1
ENSG00000108528,0,0,1
ENSG00000108551,0,0,1
ENSG00000108556,0,0,1
ENSG00000108557,0,0,1
ENSG00000108559,0,0,1
ENSG00000108561,0,0,1
ENSG00000108576,0,0,1
ENSG00000108578,0,0,1
ENSG00000108582,0,0,1
ENSG00000108587,0,0,1
ENSG00000108591,0,0,1
ENSG00000108599,0,0,1
ENSG00000108602,0,0,1
ENSG00000108604,0,0,1
ENSG00000108622,0,0,1
ENSG00000108639,0,0,1
ENSG00000108654,0,0,1
ENSG00000108671,0,0,1
ENSG00000108688,0,0,1
ENSG00000108691,0,0,1
ENSG00000108700,0,0,1
ENSG00000108702,0,0,1
ENSG00000108774,0,0,1
ENSG00000108784,0,0,1
ENSG00000108786,0,0,1
ENSG00000108797,0,0,1
ENSG00000108799,0,0,1
ENSG00000108813,0,0,1
ENSG00000108819,0,0,1
ENSG00000108821,1,0,1
ENSG00000108823,0,0,1
ENSG00000108826,0,0,1
ENSG00000108839,0,0,1
ENSG00000108840,0,0,1
ENSG00000108846,0,0,1
ENSG00000108849,0,0,1
ENSG00000108852,0,0,1
ENSG00000108854,1,0,0
ENSG00000108861,0,0,1
ENSG00000108878,0,0,1
ENSG00000108946,1,0,1
ENSG00000108947,0,0,1
ENSG00000108953,0,0,1
ENSG00000108960,0,0,1
ENSG00000108963,1,0,0
ENSG00000108984,0,0,1
ENSG00000109047,0,0,1
ENSG00000109061,0,0,1
ENSG00000109062,0,0,1
ENSG00000109063,0,0,1
ENSG00000109072,0,0,1
ENSG00000109079,0,0,1
ENSG00000109099,0,0,1
ENSG00000109101,1,0,1
ENSG00000109111,0,0,1
ENSG00000109113,0,0,1
ENSG00000109132,1,0,1
ENSG00000109158,0,0,1
ENSG00000109163,0,0,1
ENSG00000109220,0,0,1
ENSG00000109255,0,0,1
ENSG00000109320,0,0,1
ENSG00000109321,0,0,1
ENSG00000109323,0,0,1
ENSG00000109332,1,0,0
ENSG00000109339,0,0,1
ENSG00000109390,0,0,1
ENSG00000109424,0,0,1
ENSG00000109458,0,0,1
ENSG00000109466,0,0,1
ENSG00000109471,0,0,1
ENSG00000109472,0,0,1
ENSG00000109501,0,0,1
ENSG00000109511,0,0,1
ENSG00000109519,0,0,1
ENSG00000109534,1,0,0
ENSG00000109536,0,0,1
ENSG00000109572,0,0,1
ENSG00000109586,0,0,1
ENSG00000109610,0,0,1
ENSG00000109654,0,0,1
ENSG00000109667,0,0,1
ENSG00000109670,1,0,1
ENSG00000109674,1,0,0
ENSG00000109685,1,0,0
ENSG00000109686,0,0,1
ENSG00000109689,0,0,1
ENSG00000109738,0,0,1
ENSG00000109743,0,0,1
ENSG00000109758,0,0,1
ENSG00000109787,0,0,1
ENSG00000109814,0,0,1
ENSG00000109819,1,0,0
ENSG00000109832,0,0,1
ENSG00000109846,0,0,1
ENSG00000109854,1,0,1
ENSG00000109861,0,0,1
ENSG00000109906,0,1,0
ENSG00000109911,0,0,1
ENSG00000109920,0,0,1
ENSG00000109927,0,0,1
ENSG00000109929,0,0,1
ENSG00000109943,0,0,1
ENSG00000109956,0,0,1
ENSG00000109971,0,0,1
ENSG00000110011,0,0,1
ENSG00000110047,0,1,1
ENSG00000110066,1,0,0
ENSG00000110076,0,0,1
ENSG00000110090,0,0,1
ENSG00000110092,1,0,1
ENSG00000110107,1,0,0
ENSG00000110148,0,0,1
ENSG00000110171,0,0,1
ENSG00000110172,1,0,1
ENSG00000110195,1,0,1
ENSG00000110218,0,0,1
ENSG00000110243,0,0,1
ENSG00000110244,0,0,1
ENSG00000110274,1,0,0
ENSG00000110321,0,0,1
ENSG00000110324,0,0,1
ENSG00000110330,0,0,1
ENSG00000110367,0,0,1
ENSG00000110375,0,0,1
ENSG00000110395,1,0,1
ENSG00000110422,0,0,1
ENSG00000110429,0,0,1
ENSG00000110435,0,0,1
ENSG00000110436,0,0,1
ENSG00000110448,0,0,1
ENSG00000110492,0,0,1
ENSG00000110651,0,0,1
ENSG00000110680,0,0,1
ENSG00000110693,0,0,1
ENSG00000110700,0,0,1
ENSG00000110711,1,0,1
ENSG00000110719,1,0,1
ENSG00000110756,1,0,0
ENSG00000110768,1,0,1
ENSG00000110777,0,0,1
ENSG00000110786,0,0,1
ENSG00000110799,0,0,1
ENSG00000110801,0,0,1
ENSG00000110841,0,0,1
ENSG00000110848,0,0,1
ENSG00000110880,0,0,1
ENSG00000110911,0,0,1
ENSG00000110921,0,0,1
ENSG00000110958,1,0,0
ENSG00000110975,0,0,1
ENSG00000110987,0,0,1
ENSG00000111046,0,0,1
ENSG00000111049,0,0,1
ENSG00000111052,0,0,1
ENSG00000111142,0,0,1
ENSG00000111144,0,0,1
ENSG00000111145,0,0,1
ENSG00000111186,0,0,1
ENSG00000111199,0,0,1
ENSG00000111206,1,0,1
ENSG00000111229,0,0,1
ENSG00000111237,0,0,1
ENSG00000111241,0,0,1
ENSG00000111247,1,0,1
ENSG00000111252,1,0,0
ENSG00000111262,0,0,1
ENSG00000111266,0,0,1
ENSG00000111275,1,0,1
ENSG00000111276,1,0,1
ENSG00000111305,0,0,1
ENSG00000111321,0,0,1
ENSG00000111331,0,0,1
ENSG00000111335,0,0,1
ENSG00000111339,0,0,1
ENSG00000111344,0,0,1
ENSG00000111348,0,0,1
ENSG00000111358,1,0,0
ENSG00000111361,0,0,1
ENSG00000111371,0,0,1
ENSG00000111424,0,0,1
ENSG00000111432,0,0,1
ENSG00000111445,1,0,1
ENSG00000111450,0,1,0
ENSG00000111481,0,0,1
ENSG00000111537,1,0,1
ENSG00000111540,0,0,1
ENSG00000111554,0,0,1
ENSG00000111596,0,0,1
ENSG00000111602,1,0,1
ENSG00000111639,0,0,1
ENSG00000111642,0,0,1
ENSG00000111644,0,0,1
ENSG00000111652,1,0,1
ENSG00000111653,0,0,1
ENSG00000111664,0,0,1
ENSG00000111667,0,0,1
ENSG00000111674,0,0,1
ENSG00000111679,1,0,0
ENSG00000111701,0,0,1
ENSG00000111713,0,0,1
ENSG00000111725,0,0,1
ENSG00000111726,0,0,1
ENSG00000111732,0,0,1
ENSG00000111775,0,0,1
ENSG00000111799,0,0,1
ENSG00000111802,1,0,0
ENSG00000111816,0,0,1
ENSG00000111837,0,0,1
ENSG00000111846,0,0,1
ENSG00000111859,0,0,1
ENSG00000111875,1,0,0
ENSG00000111877,1,0,0
ENSG00000111880,0,0,1
ENSG00000111886,0,0,1
ENSG00000111907,0,0,1
ENSG00000112033,1,0,1
ENSG00000112039,1,0,0
ENSG00000112041,0,0,1
ENSG00000112062,1,0,1
ENSG00000112077,0,0,1
ENSG00000112079,1,0,0
ENSG00000112096,1,0,1
ENSG00000112118,1,0,0
ENSG00000112130,1,1,1
ENSG00000112144,0,0,1
ENSG00000112149,0,0,1
ENSG00000112175,0,0,1
ENSG00000112208,0,0,1
ENSG00000112210,0,0,1
ENSG00000112237,0,0,1
ENSG00000112242,0,0,1
ENSG00000112245,0,0,1
ENSG00000112246,0,0,1
ENSG00000112249,1,0,0
ENSG00000112276,0,0,1
ENSG00000112280,0,0,1
ENSG00000112290,0,0,1
ENSG00000112293,0,0,1
ENSG00000112299,0,0,1
ENSG00000112305,1,0,0
ENSG00000112306,0,0,1
ENSG00000112312,0,0,1
ENSG00000112319,1,0,1
ENSG00000112333,0,0,1
ENSG00000112335,0,0,1
ENSG00000112339,0,0,1
ENSG00000112357,0,0,1
ENSG00000112378,1,0,0
ENSG00000112425,1,0,0
ENSG00000112486,0,0,1
ENSG00000112493,0,0,1
ENSG00000112499,0,0,1
ENSG00000112559,0,0,1
ENSG00000112562,0,0,1
ENSG00000112576,0,0,1
ENSG00000112578,0,0,1
ENSG00000112592,0,0,1
ENSG00000112599,0,0,1
ENSG00000112640,0,0,1
ENSG00000112651,0,0,1
ENSG00000112658,0,0,1
ENSG00000112659,1,0,0
ENSG00000112695,0,0,1
ENSG00000112699,0,0,1
ENSG00000112715,0,0,1
ENSG00000112739,0,0,1
ENSG00000112742,0,0,1
ENSG00000112759,0,0,1
ENSG00000112761,1,0,0
ENSG00000112769,0,0,1
ENSG00000112796,0,0,1
ENSG00000112799,0,0,1
ENSG00000112812,0,0,1
ENSG00000112818,0,0,1
ENSG00000112837,0,0,1
ENSG00000112893,0,0,1
ENSG00000112902,0,0,1
ENSG00000112941,1,0,0
ENSG00000112964,0,0,1
ENSG00000112972,0,0,1
ENSG00000112981,0,1,0
ENSG00000112983,0,0,1
ENSG00000112984,0,0,1
ENSG00000112992,0,0,1
ENSG00000112996,0,0,1
ENSG00000113083,0,0,1
ENSG00000113088,0,0,1
ENSG00000113100,0,0,1
ENSG00000113140,0,0,1
ENSG00000113141,0,0,1
ENSG00000113161,0,0,1
ENSG00000113196,0,0,1
ENSG00000113212,0,0,1
ENSG00000113240,0,0,1
ENSG00000113249,0,0,1
ENSG00000113263,0,0,1
ENSG00000113296,0,0,1
ENSG00000113300,1,0,0
ENSG00000113302,0,0,1
ENSG00000113318,1,0,1
